DEPTH_WMSF	HCGR
218.5416	21.3568
218.694	22.1994
218.8464	22.0014
218.9988	21.6917
219.1512	22.3076
219.3036	21.9911
219.456	20.5703
219.6084	17.8981
219.7608	18.4869
219.9132	18.4674
220.0656	19.5088
220.218	18.9745
220.3704	17.3146
220.5228	17.5599
220.6752	16.926
220.8276	16.688
220.98	16.5259
221.1324	17.6286
221.2848	17.8041
221.4372	18.6634
221.5896	17.0225
221.742	15.847
221.8944	18.3623
222.0468	20.4143
222.1992	22.3292
222.3516	22.5388
222.504	23.3019
222.6564	23.6802
222.8088	24.2557
222.9612	24.7563
223.1136	25.0106
223.266	23.4554
223.4184	21.7692
223.5708	21.314
223.7232	24.7997
223.8756	28.3412
224.028	28.7419
224.1804	28.0622
224.3328	25.7135
224.4852	24.4739
224.6376	24.7248
224.79	23.198
224.9424	22.4494
225.0948	24.5117
225.2472	22.6166
225.3996	21.9684
225.552	21.4905
225.7044	22.1878
225.8568	23.657
226.0092	23.1068
226.1616	23.0161
226.314	20.6511
226.4664	19.6078
226.6188	19.7972
226.7712	16.8146
226.9236	17.4404
227.076	15.9607
227.2284	15.3488
227.3808	17.0155
227.5332	16.835
227.6856	16.4141
227.838	16.5591
227.9904	15.2018
228.1428	15.0893
228.2952	15.2901
228.4476	15.5942
228.6	16.1709
228.7524	17.1955
228.9048	15.1004
229.0572	14.4447
229.2096	13.9818
229.362	15.2864
229.5144	14.3295
229.6668	15.0274
229.8192	15.4464
229.9716	13.7513
230.124	13.8141
230.2764	14.1769
230.4288	11.9088
230.5812	13.2371
230.7336	12.9883
230.886	13.226
231.0384	15.124
231.1908	16.9879
231.3432	16.1323
231.4956	14.9894
231.648	16.3192
231.8004	17.0363
231.9528	18.0693
232.1052	18.9218
232.2576	19.3018
232.41	18.3027
232.5624	19.7344
232.7148	18.1537
232.8672	20.7821
233.0196	22.6831
233.172	22.4598
233.3244	20.0813
233.4768	19.6332
233.6292	18.9214
233.7816	16.8873
233.934	16.8161
234.0864	16.8844
234.2388	16.7888
234.3912	17.1426
234.5436	16.6502
234.696	16.986
234.8484	16.8449
235.0008	17.1737
235.1532	18.0412
235.3056	18.5595
235.458	19.3796
235.6104	20.173
235.7628	19.8824
235.9152	19.6509
236.0676	19.8122
236.22	20.6397
236.3724	21.5898
236.5248	23.7905
236.6772	24.5702
236.8296	24.804
236.982	24.0543
237.1344	23.769
237.2868	24.3538
237.4392	25.4895
237.5916	25.1181
237.744	23.2726
237.8964	21.534
238.0488	22.8303
238.2012	24.985
238.3536	26.3894
238.506	26.3782
238.6584	26.2181
238.8108	26.4787
238.9632	27.2005
239.1156	26.0538
239.268	27.6374
239.4204	25.4143
239.5728	23.2354
239.7252	21.4057
239.8776	20.8877
240.03	22.3712
240.1824	23.1669
240.3348	24.0866
240.4872	25.3752
240.6396	25.2441
240.792	24.3338
240.9444	21.8891
241.0968	23.0742
241.2492	25.1379
241.4016	28.5633
241.554	28.0793
241.7064	29.9584
241.8588	31.6381
242.0112	33.6986
242.1636	31.7203
242.316	29.5144
242.4684	28.1835
242.6208	30.8873
242.7732	32.02
242.9256	31.9798
243.078	28.3921
243.2304	27.3479
243.3828	23.4002
243.5352	21.1574
243.6876	19.7476
243.84	18.3403
243.9924	18.6981
244.1448	19.5383
244.2972	20.3453
244.4496	21.1679
244.602	21.3862
244.7544	19.9045
244.9068	20.3353
245.0592	23.207
245.2116	24.4296
245.364	23.519
245.5164	25.1305
245.6688	27.1077
245.8212	29.1434
245.9736	28.5611
246.126	29.633
246.2784	29.6158
246.4308	28.9273
246.5832	26.6583
246.7356	25.0438
246.888	22.893
247.0404	23.8778
247.1928	24.0525
247.3452	25.3941
247.4976	25.8523
247.65	26.6704
247.8024	24.65
247.9548	22.5709
248.1072	23.7832
248.2596	23.0958
248.412	21.6895
248.5644	18.9247
248.7168	18.585
248.8692	17.9173
249.0216	20.76
249.174	23.237
249.3264	25.3285
249.4788	24.3897
249.6312	21.6934
249.7836	20.0341
249.936	19.5802
250.0884	21.4527
250.2408	24.3635
250.3932	24.2838
250.5456	22.2084
250.698	19.2409
250.8504	17.5037
251.0028	16.3368
251.1552	14.5111
251.3076	14.3505
251.46	12.4549
251.6124	13.3719
251.7648	14.8075
251.9172	15.1086
252.0696	15.3341
252.222	16.5236
252.3744	17.2139
252.5268	16.4723
252.6792	14.2605
252.8316	15.3373
252.984	13.9208
253.1364	14.785
253.2888	15.0375
253.4412	15.2535
253.5936	17.1081
253.746	17.6537
253.8984	18.0752
254.0508	18.1991
254.2032	20.0679
254.3556	19.875
254.508	19.9565
254.6604	22.2446
254.8128	24.8456
254.9652	25.2774
255.1176	25.8565
255.27	23.4082
255.4224	24.5653
255.5748	25.6251
255.7272	25.2529
255.8796	24.3097
256.032	23.6545
256.1844	25.8362
256.3368	24.979
256.4892	25.1916
256.6416	25.6147
256.794	26.0662
256.9464	27.2134
257.0988	23.1072
257.2512	21.2109
257.4036	20.0391
257.556	17.7155
257.7084	17.7583
257.8608	16.2273
258.0132	14.4051
258.1656	13.3449
258.318	12.9479
258.4704	14.1088
258.6228	15.697
258.7752	18.6567
258.9276	20.8135
259.08	23.3141
259.2324	25.2962
259.3848	25.9725
259.5372	26.867
259.6896	26.8501
259.842	26.4018
259.9944	28.3001
260.1468	26.9487
260.2992	25.0712
260.4516	22.4739
260.604	21.958
260.7564	20.8741
260.9088	20.7915
261.0612	21.3206
261.2136	19.7772
261.366	18.7615
261.5184	20.607
261.6708	19.4788
261.8232	17.873
261.9756	16.1415
262.128	14.197
262.2804	13.7506
262.4328	14.7479
262.5852	15.9327
262.7376	16.4437
262.89	18.4769
263.0424	18.8963
263.1948	17.0769
263.3472	16.8337
263.4996	17.0596
263.652	15.8774
263.8044	16.2986
263.9568	16.9256
264.1092	19.3973
264.2616	19.6933
264.414	20.737
264.5664	20.7392
264.7188	21.2806
264.8712	21.4453
265.0236	19.577
265.176	20.5224
265.3284	20.8039
265.4808	24.7343
265.6332	27.909
265.7856	30.123
265.938	30.8828
266.0904	31.4867
266.2428	31.7737
266.3952	30.9358
266.5476	29.9199
266.7	28.6334
266.8524	27.2092
267.0048	29.2367
267.1572	26.3057
267.3096	21.7277
267.462	17.3394
267.6144	16.0925
267.7668	16.3006
267.9192	14.3381
268.0716	14.0727
268.224	14.3529
268.3764	14.9621
268.5288	15.0084
268.6812	15.0853
268.8336	16.7715
268.986	17.5566
269.1384	19.241
269.2908	21.5645
269.4432	24.2749
269.5956	28.5909
269.748	29.4858
269.9004	28.1718
270.0528	25.8882
270.2052	24.6506
270.3576	24.7097
270.51	23.7575
270.6624	26.0012
270.8148	26.6999
270.9672	29.442
271.1196	30.3391
271.272	31.5833
271.4244	32.0759
271.5768	31.097
271.7292	32.2078
271.8816	31.3597
272.034	32.2943
272.1864	29.6496
272.3388	29.1338
272.4912	29.255
272.6436	28.9003
272.796	29.8042
272.9484	29.5347
273.1008	31.4429
273.2532	33.6073
273.4056	36.3325
273.558	35.0228
273.7104	34.8349
273.8628	32.8682
274.0152	32.4412
274.1676	29.5019
274.32	28.324
274.4724	25.3498
274.6248	26.876
274.7772	26.9359
274.9296	27.4413
275.082	26.7236
275.2344	27.3269
275.3868	26.3308
275.5392	23.8778
275.6916	21.8147
275.844	19.2689
275.9964	18.5116
276.1488	18.9381
276.3012	18.7828
276.4536	20.3139
276.606	22.2112
276.7584	23.2819
276.9108	23.5754
277.0632	24.8911
277.2156	26.5179
277.368	26.2807
277.5204	28.465
277.6728	28.6708
277.8252	28.2621
277.9776	26.6854
278.13	26.4038
278.2824	26.7998
278.4348	27.4859
278.5872	29.289
278.7396	29.9581
278.892	35.1578
279.0444	34.7372
279.1968	35.4237
279.3492	34.2723
279.5016	35.2219
279.654	32.5084
279.8064	34.6972
279.9588	32.5617
280.1112	32.3061
280.2636	29.7192
280.416	27.307
280.5684	24.1579
280.7208	24.8244
280.8732	25.3729
281.0256	23.2172
281.178	22.5215
281.3304	21.7205
281.4828	18.4769
281.6352	18.4613
281.7876	17.4487
281.94	19.5481
282.0924	19.1407
282.2448	18.9387
282.3972	17.2003
282.5496	17.4443
282.702	17.4982
282.8544	18.2299
283.0068	16.1947
283.1592	17.5481
283.3116	19.0294
283.464	20.8068
283.6164	22.4114
283.7688	22.1822
283.9212	21.3306
284.0736	20.2844
284.226	21.9152
284.3784	22.7294
284.5308	21.1667
284.6832	22.6398
284.8356	21.6605
284.988	20.8314
285.1404	20.2187
285.2928	18.3952
285.4452	18.824
285.5976	20.9079
285.75	23.072
285.9024	21.3655
286.0548	20.8402
286.2072	22.0091
286.3596	21.4375
286.512	20.6475
286.6644	18.8773
286.8168	19.1479
286.9692	18.7778
287.1216	20.4851
287.274	19.7085
287.4264	18.3563
287.5788	16.9985
287.7312	17.1218
287.8836	18.3548
288.036	19.7405
288.1884	20.2854
288.3408	21.452
288.4932	22.5779
288.6456	22.9157
288.798	21.0209
288.9504	19.6655
289.1028	20.6038
289.2552	22.4888
289.4076	22.2271
289.56	21.4567
289.7124	20.0161
289.8648	20.1487
290.0172	21.4978
290.1696	21.1275
290.322	20.0637
290.4744	20.0884
290.6268	20.7246
290.7792	20.6741
290.9316	20.4085
291.084	21.9474
291.2364	20.0169
291.3888	22.6877
291.5412	23.5305
291.6936	21.6525
291.846	19.034
291.9984	19.6741
292.1508	20.2238
292.3032	19.3181
292.4556	20.7709
292.608	19.4981
292.7604	20.3122
292.9128	22.7072
293.0652	26.0486
293.2176	24.9339
293.37	27.1843
293.5224	28.7861
293.6748	27.0592
293.8272	25.1408
293.9796	24.0974
294.132	23.2993
294.2844	24.3296
294.4368	25.2837
294.5892	23.3248
294.7416	20.4762
294.894	19.4985
295.0464	18.0784
295.1988	16.819
295.3512	15.2585
295.5036	14.4071
295.656	15.0189
295.8084	14.7875
295.9608	13.4963
296.1132	12.6561
296.2656	13.892
296.418	14.2398
296.5704	15.4496
296.7228	16.605
296.8752	16.2948
297.0276	17.6124
297.18	18.7097
297.3324	19.7576
297.4848	20.2192
297.6372	20.6436
297.7896	21.2905
297.942	21.054
298.0944	21.445
298.2468	21.4442
298.3992	20.6474
298.5516	19.6263
298.704	19.1736
298.8564	18.3299
299.0088	18.3988
299.1612	17.9138
299.3136	19.8789
299.466	19.1949
299.6184	19.0311
299.7708	16.6236
299.9232	14.4791
300.0756	14.1066
300.228	14.7329
300.3804	17.3681
300.5328	17.9736
300.6852	19.1388
300.8376	19.0471
300.99	18.2901
301.1424	18.6428
301.2948	18.305
301.4472	17.1878
301.5996	16.4712
301.752	16.2014
301.9044	15.0731
302.0568	13.2579
302.2092	13.896
302.3616	12.6616
302.514	12.4304
302.6664	12.8906
302.8188	13.7724
302.9712	14.5617
303.1236	15.1165
303.276	12.4897
303.4284	11.4872
303.5808	11.5299
303.7332	13.6326
303.8856	12.9885
304.038	12.7802
304.1904	13.4577
304.3428	13.501
304.4952	14.164
304.6476	14.2608
304.8	16.0092
304.9524	16.9966
305.1048	17.4417
305.2572	17.1763
305.4096	15.1609
305.562	14.3645
305.7144	15.3643
305.8668	16.025
306.0192	14.63
306.1716	12.5347
306.324	12.3137
306.4764	12.1394
306.6288	11.9236
306.7812	11.0236
306.9336	10.177
307.086	8.822
307.2384	9.4363
307.3908	10.0591
307.5432	10.4119
307.6956	9.9424
307.848	9.7153
308.0004	8.6927
308.1528	7.5193
308.3052	7.7674
308.4576	7.1007
308.61	7.1073
308.7624	8.226
308.9148	8.1448
309.0672	8.5765
309.2196	8.6879
309.372	9.1668
309.5244	8.5393
309.6768	9.6395
309.8292	9.1267
309.9816	9.629
310.134	8.9189
310.2864	8.8768
310.4388	8.1017
310.5912	8.1272
310.7436	7.5189
310.896	7.1095
311.0484	6.6756
311.2008	7.9724
311.3532	6.628
311.5056	6.7936
311.658	5.8288
311.8104	4.8893
311.9628	4.5038
312.1152	5.6073
312.2676	6.1488
312.42	7.8187
312.5724	7.8404
312.7248	6.7004
312.8772	5.8856
313.0296	6.7883
313.182	5.7758
313.3344	5.5971
313.4868	6.0676
313.6392	7.1784
313.7916	6.8282
313.944	6.3924
314.0964	5.2812
314.2488	5.545
314.4012	6.3318
314.5536	5.1482
314.706	3.9748
314.8584	4.1534
315.0108	4.2788
315.1632	4.1105
315.3156	3.7068
315.468	3.6605
315.6204	4.3334
315.7728	4.9477
315.9252	4.5387
316.0776	4.6805
316.23	4.8855
316.3824	5.2771
316.5348	4.8084
316.6872	4.8222
316.8396	4.6224
316.992	5.3447
317.1444	5.0955
317.2968	4.1614
317.4492	3.7603
317.6016	3.5039
317.754	3.98
317.9064	4.9525
318.0588	5.0561
318.2112	4.923
318.3636	4.4903
318.516	5.0647
318.6684	4.7978
318.8208	4.3338
318.9732	4.5909
319.1256	4.687
319.278	4.9777
319.4304	5.1029
319.5828	6.0662
319.7352	6.0495
319.8876	6.1351
320.04	5.8341
320.1924	5.7838
320.3448	5.1027
320.4972	5.269
320.6496	6.2741
320.802	6.3318
320.9544	7.0796
321.1068	5.9614
321.2592	5.2995
321.4116	4.6619
321.564	5.1066
321.7164	5.278
321.8688	5.3388
322.0212	5.8219
322.1736	6.3416
322.326	5.3526
322.4784	5.2413
322.6308	4.578
322.7832	4.9767
322.9356	5.4589
323.088	5.5751
323.2404	6.601
323.3928	7.1492
323.5452	7.975
323.6976	7.5257
323.85	7.843
324.0024	7.7981
324.1548	7.7984
324.3072	7.5899
324.4596	8.2412
324.612	9.1794
324.7644	8.3018
324.9168	6.6855
325.0692	6.399
325.2216	6.3867
325.374	6.7311
325.5264	6.5081
325.6788	6.7452
325.8312	6.4483
325.9836	5.6764
326.136	6.5221
326.2884	4.697
326.4408	5.1942
326.5932	5.4966
326.7456	5.5372
326.898	4.926
327.0504	4.7242
327.2028	3.7296
327.3552	4.1691
327.5076	3.9298
327.66	4.2825
327.8124	3.9894
327.9648	4.5413
328.1172	4.1092
328.2696	4.1535
328.422	3.3477
328.5744	3.5672
328.7268	3.0883
328.8792	3.1257
329.0316	3.1827
329.184	3.5487
329.3364	2.8343
329.4888	3.3083
329.6412	3.3398
329.7936	3.6282
329.946	2.9658
330.0984	5.0988
330.2508	4.0075
330.4032	4.4126
330.5556	4.741
330.708	4.249
330.8604	4.1433
331.0128	4.2111
331.1652	3.6353
331.3176	3.8735
331.47	3.7144
331.6224	3.7789
331.7748	2.6193
331.9272	2.4807
332.0796	2.635
332.232	2.8233
332.3844	2.7671
332.5368	3.0639
332.6892	3.0723
332.8416	2.8719
332.994	3.3141
333.1464	3.8061
333.2988	3.2294
333.4512	2.0795
333.6036	3.0228
333.756	3.4491
333.9084	2.9849
334.0608	3.5453
334.2132	3.0224
334.3656	3.2232
334.518	3.4315
334.6704	3.2026
334.8228	4.2841
334.9752	6.4316
335.1276	7.4189
335.28	7.8002
335.4324	7.1315
335.5848	6.8557
335.7372	7.5791
335.8896	8.2888
336.042	7.7868
336.1944	8.6138
336.3468	8.4514
336.4992	8.4336
336.6516	7.0182
336.804	6.5973
336.9564	5.6672
337.1088	5.9757
337.2612	6.4112
337.4136	5.565
337.566	5.1791
337.7184	5.1128
337.8708	4.6415
338.0232	3.6829
338.1756	3.3373
338.328	3.4748
338.4804	3.0744
338.6328	2.4673
338.7852	1.0338
338.9376	0.7129
339.09	0.239
339.2424	0.2402
339.3948	-0.4271
339.5472	-0.289
339.6996	0.9668
339.852	1.0259
340.0044	0.8405
340.1568	0.9251
340.3092	0.7259
340.4616	1.578
340.614	1.8031
340.7664	2.027
340.9188	2.1483
341.0712	2.2487
341.2236	2.3179
341.376	2.0528
341.5284	3.2501
341.6808	3.0696
341.8332	2.7874
341.9856	3.0502
342.138	3.8051
342.2904	3.6405
342.4428	3.2934
342.5952	3.7816
342.7476	4.111
342.9	5.0613
343.0524	4.4326
343.2048	4.2645
343.3572	4.3088
343.5096	4.3747
343.662	5.3156
343.8144	5.5294
343.9668	5.6438
344.1192	5.5511
344.2716	4.148
344.424	4.5072
344.5764	4.4387
344.7288	4.3597
344.8812	4.7213
345.0336	4.142
345.186	4.899
345.3384	5.3233
345.4908	4.84
345.6432	4.751
345.7956	5.4618
345.948	7.0914
346.1004	6.048
346.2528	5.1678
346.4052	5.0028
346.5576	3.9887
346.71	4.3336
346.8624	3.7112
347.0148	3.4151
347.1672	3.6543
347.3196	4.1003
347.472	3.328
347.6244	2.0846
347.7768	2.7656
347.9292	4.7699
348.0816	5.2275
348.234	5.0922
348.3864	4.8882
348.5388	5.7834
348.6912	5.5009
348.8436	5.4766
348.996	4.922
349.1484	6.1056
349.3008	6.6479
349.4532	6.2592
349.6056	4.2936
349.758	4.1411
349.9104	3.7246
350.0628	5.0586
350.2152	4.8501
350.3676	5.0415
350.52	4.8867
350.6724	4.9353
350.8248	3.6613
350.9772	2.9384
351.1296	3.8466
351.282	4.2275
351.4344	4.596
351.5868	4.9246
351.7392	3.4864
351.8916	4.1762
352.044	4.3979
352.1964	4.06
352.3488	3.2083
352.5012	3.026
352.6536	4.2948
352.806	3.8361
352.9584	3.4371
353.1108	2.8325
353.2632	2.6002
353.4156	4.2735
353.568	3.8986
353.7204	3.1129
353.8728	4.3274
354.0252	5.1904
354.1776	4.7188
354.33	4.2576
354.4824	4.1417
354.6348	4.7406
354.7872	4.9001
354.9396	5.1563
355.092	3.2018
355.2444	3.2454
355.3968	3.9208
355.5492	4.4092
355.7016	4.9962
355.854	5.2391
356.0064	5.3709
356.1588	5.7622
356.3112	5.2141
356.4636	4.3963
356.616	4.3861
356.7684	4.9673
356.9208	5.5153
357.0732	5.4004
357.2256	4.0196
357.378	3.3498
357.5304	3.2708
357.6828	3.1137
357.8352	3.1803
357.9876	3.7413
358.14	4.3054
358.2924	4.5029
358.4448	5.1103
358.5972	4.7548
358.7496	5.1597
358.902	5.464
359.0544	5.206
359.2068	6.2413
359.3592	5.8319
359.5116	5.0695
359.664	4.7119
359.8164	5.4985
359.9688	5.8047
360.1212	5.229
360.2736	4.2636
360.426	3.8669
360.5784	4.3408
360.7308	4.5758
360.8832	4.9183
361.0356	5.4649
361.188	5.0154
361.3404	4.7425
361.4928	4.0743
361.6452	3.9793
361.7976	4.0173
361.95	4.9543
362.1024	4.7049
362.2548	4.7417
362.4072	4.6149
362.5596	3.4214
362.712	2.7349
362.8644	3.3273
363.0168	3.7327
363.1692	4.0637
363.3216	3.9636
363.474	4.1009
363.6264	3.7083
363.7788	3.7694
363.9312	3.8413
364.0836	3.8414
364.236	3.7029
364.3884	4.0937
364.5408	3.4022
364.6932	3.0042
364.8456	2.3856
364.998	2.3117
365.1504	1.9071
365.3028	1.724
365.4552	2.37
365.6076	2.4629
365.76	2.7794
365.9124	2.1345
366.0648	2.3922
366.2172	2.7244
366.3696	2.5277
366.522	2.4932
366.6744	3.2528
366.8268	3.2067
366.9792	3.2614
367.1316	2.9312
367.284	3.0353
367.4364	2.7715
367.5888	4.1441
367.7412	3.8193
367.8936	4.0047
368.046	5.062
368.1984	5.5706
368.3508	4.0024
368.5032	4.2195
368.6556	3.9774
368.808	4.7768
368.9604	4.4228
369.1128	3.9631
369.2652	3.4136
369.4176	3.3194
369.57	3.8271
369.7224	3.7214
369.8748	3.9453
370.0272	4.0306
370.1796	4.2468
370.332	4.0528
370.4844	3.9457
370.6368	4.0713
370.7892	4.5195
370.9416	5.0146
371.094	4.8416
371.2464	4.213
371.3988	3.7809
371.5512	3.9245
371.7036	4.0427
371.856	4.0609
372.0084	3.746
372.1608	3.414
372.3132	3.8768
372.4656	4.9266
372.618	4.3243
372.7704	4.82
372.9228	5.1985
373.0752	5.8401
373.2276	5.4118
373.38	6.7616
373.5324	7.7026
373.6848	9.301
373.8372	9.794
373.9896	8.2904
374.142	7.2883
374.2944	7.1746
374.4468	6.8424
374.5992	7.3197
374.7516	5.826
374.904	5.3875
375.0564	4.2108
375.2088	4.8103
375.3612	3.725
375.5136	3.5832
375.666	3.6482
375.8184	4.8946
375.9708	6.1963
376.1232	6.7388
376.2756	5.1808
376.428	5.3573
376.5804	5.74
376.7328	6.0475
376.8852	6.6427
377.0376	6.2316
377.19	6.1737
377.3424	7.41
377.4948	6.7746
377.6472	6.4234
377.7996	5.978
377.952	6.0701
378.1044	5.7118
378.2568	5.7735
378.4092	5.7684
378.5616	4.5443
378.714	5.1588
378.8664	4.8104
379.0188	4.4039
379.1712	5.1088
379.3236	4.759
379.476	4.1103
379.6284	4.0967
379.7808	4.3201
379.9332	4.5637
380.0856	4.5346
380.238	4.8143
380.3904	4.7709
380.5428	5.376
380.6952	5.0423
380.8476	3.9312
381	3.2072
381.1524	3.878
381.3048	4.4392
381.4572	4.9169
381.6096	4.3471
381.762	4.6419
381.9144	4.7767
382.0668	5.2978
382.2192	4.9945
382.3716	4.1845
382.524	4.5081
382.6764	5.0247
382.8288	4.4883
382.9812	5.0803
383.1336	5.4408
383.286	6.0003
383.4384	6.6002
383.5908	6.804
383.7432	5.9047
383.8956	6.1438
384.048	6.5837
384.2004	6.0648
384.3528	6.8163
384.5052	7.1862
384.6576	7.2803
384.81	6.5851
384.9624	7.205
385.1148	5.9591
385.2672	6.4894
385.4196	5.59
385.572	6.4267
385.7244	6.1379
385.8768	6.9161
386.0292	5.4658
386.1816	4.8501
386.334	4.4542
386.4864	5.0457
386.6388	4.4403
386.7912	5.6688
386.9436	5.2958
387.096	6.2299
387.2484	6.9265
387.4008	7.5373
387.5532	7.4537
387.7056	6.9777
387.858	6.1335
388.0104	5.3027
388.1628	5.3589
388.3152	5.3826
388.4676	4.249
388.62	3.2888
388.7724	3.3987
388.9248	1.8985
389.0772	2.3114
389.2296	2.341
389.382	3.2915
389.5344	4.9152
389.6868	5.7382
389.8392	6.1308
389.9916	5.4794
390.144	6.4047
390.2964	6.4983
390.4488	5.8243
390.6012	7.2302
390.7536	6.9763
390.906	7.0917
391.0584	5.8943
391.2108	5.9942
391.3632	5.7399
391.5156	5.0804
391.668	6.1608
391.8204	5.4663
391.9728	6.0644
392.1252	5.6415
392.2776	5.2555
392.43	5.1895
392.5824	4.7251
392.7348	4.9919
392.8872	4.8722
393.0396	5.6942
393.192	6.374
393.3444	6.76
393.4968	7.393
393.6492	8.1987
393.8016	9.9215
393.954	10.2665
394.1064	9.5618
394.2588	8.6083
394.4112	8.1856
394.5636	7.317
394.716	7.4196
394.8684	6.4901
395.0208	4.9375
395.1732	4.53
395.3256	3.9136
395.478	5.1224
395.6304	4.8061
395.7828	5.6658
395.9352	5.684
396.0876	5.0126
396.24	5.456
396.3924	5.7229
396.5448	6.3788
396.6972	7.2536
396.8496	6.9129
397.002	6.1328
397.1544	5.0902
397.3068	4.6389
397.4592	4.184
397.6116	4.2444
397.764	5.6027
397.9164	5.7756
398.0688	5.8984
398.2212	5.9029
398.3736	5.1396
398.526	5.5563
398.6784	5.6955
398.8308	4.4571
398.9832	4.7716
399.1356	5.5158
399.288	5.6809
399.4404	4.6441
399.5928	4.7135
399.7452	4.2128
399.8976	4.1922
400.05	5.2294
400.2024	5.2279
400.3548	5.753
400.5072	5.8067
400.6596	6.2728
400.812	5.301
400.9644	4.859
401.1168	4.9929
401.2692	4.8589
401.4216	4.818
401.574	4.0355
401.7264	3.2598
401.8788	3.6737
402.0312	3.2418
402.1836	3.3743
402.336	3.3851
402.4884	3.1177
402.6408	3.925
402.7932	4.6321
402.9456	4.5958
403.098	4.4846
403.2504	4.7539
403.4028	4.6438
403.5552	4.8841
403.7076	4.8985
403.86	5.5198
404.0124	5.1036
404.1648	5.2351
404.3172	4.9676
404.4696	4.4592
404.622	4.6047
404.7744	3.7253
404.9268	3.856
405.0792	4.1214
405.2316	3.7742
405.384	4.0437
405.5364	3.7025
405.6888	4.1154
405.8412	4.2655
405.9936	4.0877
406.146	4.1958
406.2984	3.6069
406.4508	5.882
406.6032	6.5079
406.7556	7.2401
406.908	6.6368
407.0604	6.4045
407.2128	6.1165
407.3652	7.217
407.5176	7.1844
407.67	6.9979
407.8224	6.6172
407.9748	7.3151
408.1272	5.5375
408.2796	5.7047
408.432	4.7657
408.5844	4.189
408.7368	3.98
408.8892	4.6302
409.0416	3.7065
409.194	4.3845
409.3464	3.8807
409.4988	4.3027
409.6512	4.0224
409.8036	4.3566
409.956	4.1412
410.1084	3.7628
410.2608	3.9388
410.4132	2.8585
410.5656	2.3591
410.718	1.9461
410.8704	1.2861
411.0228	1.9853
411.1752	2.7841
411.3276	2.7907
411.48	2.6914
411.6324	2.5297
411.7848	3.4453
411.9372	4.2381
412.0896	4.6973
412.242	4.7791
412.3944	4.5544
412.5468	5.1611
412.6992	4.5895
412.8516	4.4637
413.004	5.913
413.1564	5.0016
413.3088	5.3405
413.4612	4.8239
413.6136	3.6691
413.766	3.8486
413.9184	4.9322
414.0708	5.6891
414.2232	5.2019
414.3756	6.0708
414.528	5.7226
414.6804	5.1049
414.8328	6.0971
414.9852	4.8226
415.1376	3.9937
415.29	4.8599
415.4424	5.5528
415.5948	4.8108
415.7472	5.4831
415.8996	5.862
416.052	5.8627
416.2044	5.9964
416.3568	5.5181
416.5092	4.2301
416.6616	4.7631
416.814	4.5864
416.9664	3.7489
417.1188	2.9926
417.2712	2.6148
417.4236	1.6538
417.576	2.3189
417.7284	2.7546
417.8808	2.1176
418.0332	2.0755
418.1856	2.6977
418.338	2.7967
418.4904	2.9335
418.6428	3.3777
418.7952	4.0547
418.9476	4.3854
419.1	6.2096
419.2524	5.8792
419.4048	5.0262
419.5572	5.3681
419.7096	4.0401
419.862	3.9915
420.0144	3.5398
420.1668	5.1502
420.3192	5.9116
420.4716	6.3986
420.624	5.9709
420.7764	4.522
420.9288	3.9648
421.0812	4.4199
421.2336	4.9205
421.386	5.5551
421.5384	5.0679
421.6908	5.6583
421.8432	5.6419
421.9956	4.6904
422.148	4.3548
422.3004	5.4209
422.4528	6.5156
422.6052	7.4288
422.7576	6.4516
422.91	5.7029
423.0624	5.5566
423.2148	5.074
423.3672	4.0971
423.5196	3.5835
423.672	4.6671
423.8244	4.5682
423.9768	4.9008
424.1292	4.5708
424.2816	4.0819
424.434	4.428
424.5864	4.1589
424.7388	4.4257
424.8912	5.2637
425.0436	6.3862
425.196	6.9246
425.3484	6.0755
425.5008	5.9358
425.6532	5.8977
425.8056	5.7656
425.958	5.6433
426.1104	4.8352
426.2628	3.9635
426.4152	4.0858
426.5676	4.6771
426.72	3.9699
426.8724	3.286
427.0248	3.1748
427.1772	3.1757
427.3296	3.4403
427.482	3.7854
427.6344	4.0449
427.7868	4.7365
427.9392	5.6777
428.0916	5.3929
428.244	5.562
428.3964	5.5226
428.5488	5.0654
428.7012	4.8742
428.8536	5.5594
429.006	5.3982
429.1584	5.0528
429.3108	6.4996
429.4632	7.4689
429.6156	8.2366
429.768	8.7054
429.9204	8.2123
430.0728	7.054
430.2252	7.6198
430.3776	7.0078
430.53	6.3728
430.6824	5.4607
430.8348	5.3628
430.9872	3.4522
431.1396	3.1836
431.292	2.1715
431.4444	1.4267
431.5968	1.9649
431.7492	2.2962
431.9016	2.795
432.054	4.1531
432.2064	3.806
432.3588	4.1756
432.5112	4.5478
432.6636	5.1023
432.816	4.7376
432.9684	5.8514
433.1208	5.9014
433.2732	5.4677
433.4256	6.1475
433.578	5.7279
433.7304	4.5242
433.8828	4.2929
434.0352	4.726
434.1876	4.7304
434.34	5.6637
434.4924	5.7305
434.6448	4.854
434.7972	5.0128
434.9496	6.7004
435.102	6.3418
435.2544	6.0973
435.4068	5.8368
435.5592	5.9567
435.7116	5.254
435.864	5.1146
436.0164	5.007
436.1688	4.7615
436.3212	4.9795
436.4736	5.2738
436.626	3.7863
436.7784	3.4141
436.9308	2.571
437.0832	2.6176
437.2356	2.9571
437.388	2.4162
437.5404	2.4223
437.6928	2.6825
437.8452	2.1935
437.9976	3.1258
438.15	2.323
438.3024	1.8744
