metres,GR
523.3416,30.7118
523.494,31.1979
523.6464,28.5899
523.7988,26.9065
523.9512,25.5781
524.1036,25.6437
524.256,25.1226
524.4084,25.0391
524.5608,23.3096
524.7132,22.4283
524.8656,23.7025
525.018,25.6944
525.1704,26.7426
525.3228,26.73
525.4752,25.1126
525.6276,24.4064
525.78,24.6084
525.9324,25.1644
526.0848,25.23
526.2372,25.2678
526.3896,26.529
526.542,26.1902
526.6944,27.5153
526.8468,27.5365
526.9992,28.5844
527.1516,30.5809
527.304,31.7354
527.4564,32.2198
527.6088,30.0723
527.7612,29.3761
527.9136,29.8665
528.066,29.1894
528.2184,28.5852
528.3708,28.0076
528.5232,26.8785
528.6756,26.7256
528.828,27.4444
528.9804,26.8819
529.1328,27.6972
529.2852,28.9092
529.4376,30.0501
529.59,30.1477
529.7424,29.6057
529.8948,30.2328
530.0472,30.4013
530.1996,29.4348
530.352,28.3196
530.5044,28.057
530.6568,29.6108
530.8092,30.7644
530.9616,31.0208
531.114,29.5718
531.2664,28.4387
531.4188,27.6303
531.5712,26.453
531.7236,25.9579
531.876,26.8693
532.0284,27.2077
532.1808,27.8741
532.3332,28.8493
532.4856,27.0413
532.638,27.2698
532.7904,27.8533
532.9428,26.53
533.0952,25.5687
533.2476,26.5151
533.4,25.234
533.5524,26.0226
533.7048,27.1913
533.8572,28.2399
534.0096,28.4166
534.162,29.6145
534.3144,29.0573
534.4668,29.9286
534.6192,29.6814
534.7716,29.0355
534.924,30.599
535.0764,30.5983
535.2288,30.736
535.3812,32.68
535.5336,34.0104
535.686,34.5604
535.8384,34.4014
535.9908,35.0158
536.1432,35.5816
536.2956,33.9526
536.448,32.4856
536.6004,31.7362
536.7528,31.0296
536.9052,30.3607
537.0576,31.6694
537.21,33.8018
537.3624,34.6851
537.5148,35.7179
537.6672,35.651
537.8196,34.2259
537.972,32.6918
538.1244,30.3525
538.2768,28.3073
538.4292,26.8407
538.5816,26.0454
538.734,25.3535
538.8864,26.894
539.0388,26.8771
539.1912,28.3941
539.3436,30.4524
539.496,30.06
539.6484,31.0523
539.8008,32.0911
539.9532,32.9141
540.1056,32.1434
540.258,30.774
540.4104,29.6943
540.5628,29.8686
540.7152,28.9088
540.8676,27.0477
541.02,25.8145
541.1724,24.9323
541.3248,23.946
541.4772,24.1597
541.6296,25.6426
541.782,26.1034
541.9344,24.2861
542.0868,22.4526
542.2392,21.6179
542.3916,23.7928
542.544,25.0921
542.6964,25.4607
542.8488,26.3457
543.0012,28.1972
543.1536,27.71
543.306,26.0531
543.4584,24.5607
543.6108,24.0765
543.7632,26.5904
543.9156,26.3943
544.068,24.8155
544.2204,23.7829
544.3728,23.1287
544.5252,21.9536
544.6776,17.0293
544.83,15.7772
544.9824,15.6613
545.1348,14.9373
545.2872,14.9712
545.4396,17.1143
545.592,19.1088
545.7444,21.083
545.8968,22.4991
546.0492,23.3672
546.2016,24.1211
546.354,24.0326
546.5064,25.5353
546.6588,27.7555
546.8112,29.5146
546.9636,30.6242
547.116,30.892
547.2684,30.7441
547.4208,31.878
547.5732,33.0423
547.7256,33.362
547.878,32.98
548.0304,32.2402
548.1828,31.0702
548.3352,29.7838
548.4876,28.6946
548.64,28.2846
548.7924,27.0098
548.9448,25.9992
549.0972,25.7261
549.2496,26.003
549.402,24.608
549.5544,22.6242
549.7068,21.0238
549.8592,19.5396
550.0116,19.2748
550.164,19.2469
550.3164,19.4527
550.4688,20.0359
550.6212,19.2923
550.7736,18.8977
550.926,19.2362
551.0784,19.0524
551.2308,18.5062
551.3832,19.4531
551.5356,21.0811
551.688,23.4417
551.8404,25.8787
551.9928,27.5044
552.1452,28.162
552.2976,28.1842
552.45,27.7255
552.6024,26.4559
552.7548,24.6956
552.9072,22.4441
553.0596,21.1316
553.212,20.0499
553.3644,20.2772
553.5168,19.9383
553.6692,17.884
553.8216,17.8525
553.974,17.5513
554.1264,17.5311
554.2788,19.9074
554.4312,21.9553
554.5836,24.2496
554.736,27.6755
554.8884,30.8307
555.0408,34.4888
555.1932,35.5802
555.3456,43.1596
555.498,43.0754
555.6504,36.0665
555.8028,27.958
555.9552,25.5066
556.1076,22.0174
556.26,20.7427
556.4124,19.6735
556.5648,17.9757
556.7172,18.2334
556.8696,19.7729
557.022,19.3769
557.1744,18.7958
557.3268,18.6962
557.4792,18.7874
557.6316,18.6918
557.784,18.5279
557.9364,18.8691
558.0888,19.7803
558.2412,20.889
558.3936,21.6954
558.546,21.3063
558.6984,20.1435
558.8508,19.7273
559.0032,19.4872
559.1556,19.128
559.308,20.2285
559.4604,20.1596
559.6128,19.2027
559.7652,19.3452
559.9176,19.6391
560.07,19.1926
560.2224,19.287
560.3748,20.054
560.5272,20.3565
560.6796,20.0946
560.832,19.4961
560.9844,19.1867
561.1368,19.2596
561.2892,18.9578
561.4416,18.5404
561.594,18.3284
561.7464,18.4475
561.8988,17.9445
562.0512,17.8362
562.2036,18.7578
562.356,18.8573
562.5084,18.4273
562.6608,18.2204
562.8132,18.7316
562.9656,19.8406
563.118,19.1797
563.2704,18.1086
563.4228,17.5782
563.5752,17.7308
563.7276,18.5168
563.88,18.7144
564.0324,18.3941
564.1848,18.5681
564.3372,19.7381
564.4896,20.7319
564.642,21.7716
564.7944,22.8921
564.9468,23.63
565.0992,22.8734
565.2516,21.4963
565.404,20.3133
565.5564,19.0719
565.7088,18.1844
565.8612,18.5347
566.0136,18.3398
566.166,18.6918
566.3184,20.1865
566.4708,21.043
566.6232,20.9156
566.7756,19.9908
566.928,20.2664
567.0804,21.5245
567.2328,19.5121
567.3852,17.7366
567.5376,16.1462
567.69,16.1834
567.8424,17.5645
567.9948,18.8091
568.1472,19.5151
568.2996,19.3357
568.452,19.3105
568.6044,19.4285
568.7568,19.2234
568.9092,18.7886
569.0616,19.0556
569.214,19.2372
569.3664,18.591
569.5188,18.2102
569.6712,18.1582
569.8236,18.1983
569.976,19.0484
570.1284,20.4399
570.2808,21.1386
570.4332,21.5355
570.5856,22.5409
570.738,23.4699
570.8904,22.4688
571.0428,21.1713
571.1952,20.292
571.3476,20.309
571.5,19.4918
571.6524,20.5897
571.8048,21.8416
571.9572,21.3387
572.1096,20.9411
572.262,21.3743
572.4144,22.3239
572.5668,23.5391
572.7192,23.6942
572.8716,22.9572
573.024,22.6862
573.1764,23.5086
573.3288,24.6637
573.4812,25.9085
573.6336,26.8121
573.786,26.736
573.9384,26.5967
574.0908,26.4621
574.2432,25.5956
574.3956,25.4964
574.548,24.3627
574.7004,22.6053
574.8528,21.7551
575.0052,22.3935
575.1576,23.2985
575.31,23.7028
575.4624,23.7183
575.6148,22.8439
575.7672,22.1626
575.9196,22.9795
576.072,24.7074
576.2244,25.6811
576.3768,24.5368
576.5292,24.1863
576.6816,23.9617
576.834,22.6322
576.9864,21.3275
577.1388,20.0626
577.2912,20.0226
577.4436,20.8659
577.596,21.0435
577.7484,20.3828
577.9008,20.3078
578.0532,19.9616
578.2056,17.6978
578.358,18.1497
578.5104,18.0153
578.6628,18.6333
578.8152,20.1593
578.9676,21.1367
579.12,21.1333
579.2724,20.0507
579.4248,19.4106
579.5772,18.9858
579.7296,19.3731
579.882,19.4144
580.0344,19.0959
580.1868,18.8678
580.3392,18.9945
580.4916,17.4852
580.644,16.3261
580.7964,16.6439
580.9488,18.0133
581.1012,18.1978
581.2536,19.8423
581.406,21.3539
581.5584,21.8359
581.7108,19.78
581.8632,19.2151
582.0156,18.6569
582.168,17.4457
582.3204,17.2062
582.4728,17.9484
582.6252,18.5861
582.7776,18.986
582.93,19.4926
583.0824,20.3473
583.2348,20.0891
583.3872,18.9082
583.5396,18.4769
583.692,18.9215
583.8444,19.7485
583.9968,20.7389
584.1492,21.5203
584.3016,21.8352
584.454,21.5319
584.6064,19.4103
584.7588,17.619
584.9112,16.4315
585.0636,15.9932
585.216,16.9925
585.3684,17.5655
585.5208,17.8866
585.6732,17.988
585.8256,17.643
585.978,16.5579
586.1304,14.8903
586.2828,15.1223
586.4352,18.0768
586.5876,18.1622
586.74,17.5923
586.8924,19.4059
587.0448,21.0111
587.1972,21.8468
587.3496,20.5892
587.502,20.2437
587.6544,19.9114
587.8068,19.2314
587.9592,19.678
588.1116,19.9207
588.264,20.3458
588.4164,21.6159
588.5688,21.7692
588.7212,22.2962
588.8736,21.7434
589.026,21.8058
589.1784,20.2531
589.3308,17.9443
589.4832,18.0437
589.6356,17.8977
589.788,17.2549
589.9404,16.8456
590.0928,17.0384
590.2452,17.0854
590.3976,17.4175
590.55,16.8111
590.7024,17.2049
590.8548,17.7193
591.0072,17.6394
591.1596,17.5795
591.312,18.1757
591.4644,19.7118
591.6168,21.2722
591.7692,22.5555
591.9216,23.291
592.074,22.8363
592.2264,22.6862
592.3788,22.2119
592.5312,21.3573
592.6836,22.411
592.836,22.3271
592.9884,21.0432
593.1408,19.8644
593.2932,18.5619
593.4456,17.8799
593.598,18.9938
593.7504,20.6807
593.9028,22.4671
594.0552,23.3378
594.2076,23.812
594.36,24.9864
594.5124,26.3163
594.6648,27.5774
594.8172,26.3127
594.9696,25.9111
595.122,26.1975
595.2744,25.6386
595.4268,24.676
595.5792,23.7012
595.7316,24.4856
595.884,26.5812
596.0364,26.8276
596.1888,26.1603
596.3412,25.8298
596.4936,26.4698
596.646,26.6922
596.7984,26.6687
596.9508,25.9648
597.1032,23.8294
597.2556,22.7658
597.408,21.8142
597.5604,20.2267
597.7128,18.4812
597.8652,17.2343
598.0176,17.51
598.17,18.3881
598.3224,19.576
598.4748,20.6828
598.6272,21.0596
598.7796,21.67
598.932,20.9985
599.0844,20.5877
599.2368,21.4955
599.3892,20.9808
599.5416,21.0582
599.694,22.0416
599.8464,20.6943
599.9988,18.8446
600.1512,19.4297
600.3036,21.0857
600.456,23.289
600.6084,24.428
600.7608,24.2069
600.9132,22.5121
601.0656,22.3536
601.218,20.6323
601.3704,19.1719
601.5228,19.005
601.6752,19.4079
601.8276,19.5111
601.98,19.5171
602.1324,20.2496
602.2848,21.6477
602.4372,22.795
602.5896,23.3207
602.742,23.7864
602.8944,23.204
603.0468,21.2927
603.1992,20.2017
603.3516,21.0706
603.504,21.4223
603.6564,20.695
603.8088,20.3052
603.9612,20.8947
604.1136,21.6111
604.266,20.7684
604.4184,19.8702
604.5708,19.0612
604.7232,17.7385
604.8756,16.5444
605.028,17.6952
605.1804,17.3122
605.3328,16.8002
605.4852,17.1754
605.6376,16.7384
605.79,16.0388
605.9424,15.5145
606.0948,14.757
606.2472,14.219
606.3996,14.0566
606.552,15.4581
606.7044,17.0919
606.8568,17.751
607.0092,17.7629
607.1616,18.3464
607.314,19.4938
607.4664,20.3582
607.6188,20.0548
607.7712,19.803
607.9236,19.9687
608.076,20.7892
608.2284,20.5948
608.3808,21.0666
608.5332,21.7259
608.6856,22.4834
608.838,22.0067
608.9904,21.4068
609.1428,20.9534
609.2952,20.1548
609.4476,20.7089
609.6,22.8629
609.7524,22.5088
609.9048,21.5057
610.0572,20.5725
610.2096,19.5372
610.362,19.0406
610.5144,19.4642
610.6668,20.5045
610.8192,21.5678
610.9716,22.4493
611.124,23.0207
611.2764,23.7757
611.4288,23.8387
611.5812,23.3553
611.7336,23.6467
611.886,24.9175
612.0384,24.8447
612.1908,23.2555
612.3432,22.0668
612.4956,21.3866
612.648,21.7236
612.8004,22.1884
612.9528,21.975
613.1052,21.3686
613.2576,21.6975
613.41,21.4497
613.5624,20.7218
613.7148,20.6897
613.8672,21.3563
614.0196,20.6386
614.172,19.8562
614.3244,19.521
614.4768,18.8957
614.6292,18.4914
614.7816,18.5402
614.934,19.0122
615.0864,19.8634
615.2388,20.5473
615.3912,19.4126
615.5436,19.843
615.696,21.1887
615.8484,22.1027
616.0008,20.1724
616.1532,19.5858
616.3056,19.0743
616.458,18.1643
616.6104,17.3894
616.7628,16.7899
616.9152,17.2202
617.0676,18.7535
617.22,19.478
617.3724,19.4061
617.5248,17.5351
617.6772,16.8092
617.8296,16.9137
617.982,17.354
618.1344,18.194
618.2868,18.194
618.4392,17.3985
618.5916,16.997
618.744,17.7138
618.8964,19.8355
619.0488,21.5441
619.2012,22.6955
619.3536,23.1022
619.506,21.8529
619.6584,19.9669
619.8108,18.613
619.9632,16.4408
620.1156,14.7603
620.268,13.6202
620.4204,13.2236
620.5728,14.2294
620.7252,15.2903
620.8776,14.7196
621.03,14.8433
621.1824,15.3746
621.3348,16.1293
621.4872,16.707
621.6396,17.3394
621.792,19.3657
621.9444,21.3035
622.0968,22.3431
622.2492,22.8873
622.4016,22.4382
622.554,21.2238
622.7064,20.1864
622.8588,20.6295
623.0112,21.0291
623.1636,20.3838
623.316,19.976
623.4684,20.1739
623.6208,19.8181
623.7732,19.6374
623.9256,19.9392
624.078,19.6199
624.2304,20.4001
624.3828,20.5464
624.5352,19.8989
624.6876,20.2828
624.84,19.6056
624.9924,19.7168
625.1448,21.0061
625.2972,21.0426
625.4496,20.1623
625.602,19.3699
625.7544,18.8809
625.9068,18.0524
626.0592,17.2661
626.2116,17.8549
626.364,18.4959
626.5164,18.7167
626.6688,18.2475
626.8212,19.0474
626.9736,19.2592
627.126,18.534
627.2784,19.3414
627.4308,19.4594
627.5832,18.0664
627.7356,17.386
627.888,16.6907
628.0404,15.9672
628.1928,16.4511
628.3452,17.7402
628.4976,18.7428
628.65,19.103
628.8024,18.5309
628.9548,18.3294
629.1072,19.3226
629.2596,21.0576
629.412,21.7108
629.5644,21.4239
629.7168,21.2516
629.8692,21.6362
630.0216,21.2527
630.174,21.4743
630.3264,22.3988
630.4788,23.0946
630.6312,22.1405
630.7836,20.6297
630.936,19.2548
631.0884,18.2286
631.2408,19.4256
631.3932,20.6427
631.5456,21.5184
631.698,21.4336
631.8504,20.3021
632.0028,19.4798
632.1552,19.1678
632.3076,20.0365
632.46,20.3086
632.6124,19.9855
632.7648,20.3793
632.9172,20.9055
633.0696,21.3856
633.222,20.703
633.3744,18.851
633.5268,17.8843
633.6792,16.6324
633.8316,17.9932
633.984,18.0132
634.1364,17.2072
634.2888,16.5168
634.4412,16.6265
634.5936,16.3788
634.746,16.4787
634.8984,19.8284
635.0508,24.1386
635.2032,28.4488
635.3556,34.3006
635.508,39.5693
635.6604,44.838
635.8128,49.2932
635.9652,52.5805
636.1176,54.1613
636.27,55.3595
636.4224,51.8553
636.5748,45.3021
636.7272,36.4865
636.8796,32.4044
637.032,26.8114
637.1844,23.4322
637.3368,21.7915
637.4892,21.0443
637.6416,22.7059
637.794,23.1633
637.9464,20.9815
638.0988,19.9643
638.2512,19.1103
638.4036,17.1196
638.556,15.1385
638.7084,15.1677
638.8608,13.9589
639.0132,12.1772
639.1656,11.1122
639.318,11.4841
639.4704,10.2487
639.6228,9.4869
639.7752,10.0865
639.9276,11.2079
640.08,11.1152
640.2324,9.5975
640.3848,8.5247
640.5372,8.3289
640.6896,9.1328
640.842,9.4277
640.9944,9.763
641.1468,9.982
641.2992,9.0573
641.4516,8.8673
641.604,9.4893
641.7564,9.157
641.9088,9.4638
642.0612,10.8047
642.2136,12.6014
642.366,13.1892
642.5184,12.8395
642.6708,13.1794
642.8232,14.4434
642.9756,15.9514
643.128,17.4243
643.2804,19.2937
643.4328,21.1632
643.5852,23.0327
643.7376,25.2045
643.89,26.3424
644.0424,23.934
644.1948,24.7655
644.3472,27.5584
644.4996,30.3754
644.652,33.339
644.8044,36.112
644.9568,38.885
645.1092,41.1488
645.2616,43.7126
645.414,46.5348
645.5664,54.3011
645.7188,55.2369
645.8712,52.64
646.0236,47.9396
646.176,43.5786
646.3284,38.5978
646.4808,36.1811
646.6332,33.5255
646.7856,31.5576
646.938,31.8078
647.0904,32.4125
647.2428,30.4477
647.3952,28.9395
647.5476,27.0436
647.7,24.8818
647.8524,23.8267
648.0048,23.3816
648.1572,23.5439
648.3096,25.1342
648.462,26.7033
648.6144,28.2368
648.7668,27.833
648.9192,26.5713
649.0716,26.4264
649.224,27.555
649.3764,28.5994
649.5288,29.4901
649.6812,30.4044
649.8336,29.3167
649.986,27.0222
650.1384,25.6649
650.2908,24.3166
650.4432,23.0236
650.5956,21.0113
650.748,18.4212
650.9004,16.6624
651.0528,15.1871
651.2052,14.0956
651.3576,13.1718
651.51,14.9423
651.6624,15.9293
651.8148,14.7751
651.9672,13.6645
652.1196,14.0085
652.272,15.1254
652.4244,15.8723
652.5768,17.0562
652.7292,16.7114
652.8816,15.5009
653.034,14.4772
653.1864,13.9835
653.3388,14.7121
653.4912,14.7383
653.6436,14.764
653.796,15.2388
653.9484,15.7842
654.1008,16.0527
654.2532,15.4789
654.4056,14.9443
654.558,15.6773
654.7104,16.9868
654.8628,18.458
655.0152,20.0628
655.1676,21.6548
655.32,22.7296
655.4724,23.2026
655.6248,22.9224
655.7772,21.4513
655.9296,19.1477
656.082,16.8552
656.2344,14.3974
656.3868,12.8456
656.5392,13.3548
656.6916,12.9646
656.844,12.5601
656.9964,12.8325
657.1488,13.1386
657.3012,12.7282
657.4536,12.7068
657.606,12.3983
657.7584,10.8826
657.9108,12.3606
658.0632,11.858
658.2156,11.8905
658.368,11.7623
658.5204,12.304
658.6728,13.2536
658.8252,12.7018
658.9776,12.7178
659.13,13.1019
659.2824,13.1008
659.4348,12.9215
659.5872,13.0413
659.7396,13.103
659.892,13.044
660.0444,11.9355
660.1968,10.4558
660.3492,10.7793
660.5016,12.1397
660.654,11.5588
660.8064,9.9886
660.9588,9.0406
661.1112,8.1125
661.2636,7.7157
661.416,8.5964
661.5684,9.349
661.7208,10.0868
661.8732,10.6927
662.0256,10.5206
662.178,10.1358
662.3304,10.5641
662.4828,11.9487
662.6352,13.2924
662.7876,14.3322
662.94,15.243
663.0924,16.4448
663.2448,18.2
663.3972,19.7233
663.5496,20.9923
663.702,19.4229
663.8544,18.0829
664.0068,18.9094
664.1592,18.6193
664.3116,19.9161
664.464,21.6739
664.6164,22.3239
664.7688,23.0127
664.9212,23.6275
665.0736,17.8872
665.226,12.2935
665.3784,12.1858
665.5308,12.2393
665.6832,11.7181
665.8356,11.6139
665.988,11.7807
666.1404,12.1279
666.2928,11.0297
666.4452,9.8915
666.5976,8.8412
666.75,8.2505
666.9024,9.698
667.0548,11.0322
667.2072,11.4295
667.3596,11.3804
667.512,11.5127
667.6644,11.5968
667.8168,9.817
667.9692,9.4035
668.1216,9.6651
668.274,9.8801
668.4264,9.6199
668.5788,9.2686
668.7312,9.6755
668.8836,9.2773
669.036,9.4976
669.1884,9.5102
669.3408,9.3207
669.4932,9.4596
669.6456,9.1852
669.798,8.8363
669.9504,9.5543
670.1028,10.5587
670.2552,10.8179
670.4076,10.3319
670.56,10.7492
670.7124,10.602
670.8648,10.1244
671.0172,10.1285
671.1696,10.8915
671.322,11.2132
671.4744,9.7126
671.6268,9.3895
671.7792,9.1177
671.9316,8.9576
672.084,8.9637
672.2364,8.548
672.3888,8.7947
672.5412,9.4819
672.6936,9.9878
672.846,9.6918
672.9984,8.9882
673.1508,9.6707
673.3032,10.2252
673.4556,9.9472
673.608,9.948
673.7604,10.2164
673.9128,10.9258
674.0652,10.7402
674.2176,11.3181
674.37,12.0134
674.5224,12.3379
674.6748,12.9392
674.8272,12.9978
674.9796,13.3474
675.132,13.2022
675.2844,11.767
675.4368,10.862
675.5892,9.7597
675.7416,9.0899
675.894,10.5895
676.0464,11.2821
676.1988,11.2483
676.3512,10.806
676.5036,10.3353
676.656,10.4076
676.8084,10.5367
676.9608,10.2049
677.1132,10.9427
677.2656,11.8419
677.418,12.0988
677.5704,11.4128
677.7228,11.3386
677.8752,11.5573
678.0276,12.2681
678.18,13.0291
678.3324,13.8894
678.4848,14.4299
678.6372,13.2754
678.7896,13.1379
678.942,12.1092
679.0944,11.8623
679.2468,10.5704
679.3992,8.8069
679.5516,8.7066
679.704,9.8174
679.8564,10.7798
680.0088,11.5025
680.1612,11.4813
680.3136,10.5149
680.466,10.8706
680.6184,10.9709
680.7708,10.5639
680.9232,10.7129
681.0756,10.9585
681.228,10.802
681.3804,10.9123
681.5328,11.1652
681.6852,10.963
681.8376,11.0263
681.99,11.2161
682.1424,11.5051
682.2948,11.4255
682.4472,11.6821
682.5996,12.2063
682.752,13.122
682.9044,14.1608
683.0568,13.5557
683.2092,12.3218
683.3616,11.3513
683.514,11.3896
683.6664,11.7164
683.8188,11.1552
683.9712,11.5448
684.1236,12.1376
684.276,12.0298
684.4284,13.3888
684.5808,15.3622
684.7332,16.38
684.8856,17.3725
685.038,19.7108
685.1904,22.0704
685.3428,22.5968
685.4952,20.8707
685.6476,19.2905
685.8,18.083
685.9524,17.8096
686.1048,18.6597
686.2572,18.6212
686.4096,16.9219
686.562,15.3856
686.7144,14.5599
686.8668,14.9507
687.0192,15.4272
687.1716,15.4193
687.324,16.2071
687.4764,17.0841
687.6288,18.209
687.7812,17.6409
687.9336,17.3202
688.086,18.9453
688.2384,19.4636
688.3908,19.4676
688.5432,20.8088
688.6956,22.318
688.848,22.427
689.0004,20.6923
689.1528,19.3168
689.3052,18.4337
689.4576,17.7003
689.61,16.5671
689.7624,16.009
689.9148,15.0631
690.0672,15.0319
690.2196,16.0394
690.372,16.1099
690.5244,17.2381
690.6768,18.8281
690.8292,19.3636
690.9816,18.457
691.134,17.5311
691.2864,17.0131
691.4388,16.0559
691.5912,15.6631
691.7436,16.2164
691.896,16.4266
692.0484,15.7971
692.2008,15.2613
692.3532,15.4127
692.5056,16.4965
692.658,18.0017
692.8104,18.9344
692.9628,18.3623
693.1152,18.8161
693.2676,19.701
693.42,20.9027
693.5724,21.8061
693.7248,22.5011
693.8772,21.8355
694.0296,22.1211
694.182,24.1909
694.3344,23.3791
694.4868,22.9555
694.6392,23.4291
694.7916,24.0068
694.944,24.0808
695.0964,24.9629
695.2488,24.9531
695.4012,23.4769
695.5536,23.9109
695.706,24.5314
695.8584,24.7828
696.0108,25.4464
696.1632,25.3438
696.3156,24.7358
696.468,23.2073
696.6204,24.2367
696.7728,24.9734
696.9252,23.9232
697.0776,22.5091
697.23,22.1153
697.3824,22.4586
697.5348,21.8586
697.6872,21.2823
697.8396,20.0649
697.992,18.8675
698.1444,19.5314
698.2968,20.8282
698.4492,22.6816
698.6016,24.9274
698.754,29.085
698.9064,31.2535
699.0588,33.3323
699.2112,33.257
699.3636,32.1804
699.516,31.2691
699.6684,31.4024
699.8208,32.5258
699.9732,34.2585
700.1256,34.5238
700.278,31.7738
700.4304,28.5101
700.5828,24.284
700.7352,20.5076
700.8876,18.3728
701.04,18.8375
701.1924,19.5779
701.3448,21.3654
701.4972,22.5987
701.6496,21.9212
701.802,22.3178
701.9544,23.381
702.1068,24.5494
702.2592,25.6949
702.4116,26.766
702.564,27.5989
702.7164,27.1246
702.8688,28.67
703.0212,30.1956
703.1736,31.4369
703.326,30.551
703.4784,27.4723
703.6308,26.6636
703.7832,27.2916
703.9356,25.0163
704.088,22.7048
704.2404,22.2568
704.3928,22.7388
704.5452,22.8796
704.6976,22.4264
704.85,21.6993
705.0024,22.033
705.1548,22.6148
705.3072,22.4024
705.4596,20.8374
705.612,19.7339
705.7644,19.5969
705.9168,19.3214
706.0692,23.4039
706.2216,25.7355
706.374,26.8502
706.5264,27.0418
706.6788,29.2718
706.8312,32.3692
706.9836,33.7226
707.136,32.3116
707.2884,30.7122
707.4408,29.7681
707.5932,28.8782
707.7456,27.8482
707.898,28.5206
708.0504,30.1866
708.2028,31.4192
708.3552,29.9634
708.5076,29.3702
708.66,28.4897
708.8124,27.052
708.9648,25.4639
709.1172,25.339
709.2696,24.8232
709.422,25.7138
709.5744,26.8814
709.7268,28.1417
709.8792,30.603
710.0316,30.3065
710.184,29.3795
710.3364,28.6987
710.4888,27.3781
710.6412,26.8661
710.7936,26.0596
710.946,24.8967
711.0984,24.6531
711.2508,23.8154
711.4032,22.5973
711.5556,20.8705
711.708,21.1624
711.8604,22.6212
712.0128,23.7501
712.1652,23.9283
712.3176,26.2353
712.47,27.3799
712.6224,27.6257
712.7748,26.609
712.9272,24.7092
713.0796,23.9392
713.232,24.7655
713.3844,25.3866
713.5368,23.779
713.6892,21.6132
713.8416,19.0124
713.994,16.2087
714.1464,16.3446
714.2988,17.1006
714.4512,17.7181
714.6036,17.1564
714.756,17.3539
714.9084,17.9946
715.0608,18.4502
715.2132,18.518
715.3656,18.9881
715.518,18.2371
715.6704,17.3538
715.8228,17.1564
715.9752,16.9172
716.1276,17.0683
716.28,17.8068
716.4324,18.0199
716.5848,18.4117
716.7372,20.0419
716.8896,21.9211
717.042,23.3104
717.1944,23.2377
717.3468,23.0916
717.4992,23.3907
717.6516,23.9738
717.804,23.5908
717.9564,21.9965
718.1088,20.834
718.2612,22.3992
718.4136,26.037
718.566,26.6688
718.7184,26.817
718.8708,28.5001
719.0232,30.4801
719.1756,32.9156
719.328,35.7331
719.4804,39.0059
719.6328,38.9076
719.7852,39.5915
719.9376,41.1577
720.09,41.8959
720.2424,40.1595
720.3948,38.7946
720.5472,40.2073
720.6996,40.9872
720.852,40.724
721.0044,39.8854
721.1568,40.1893
721.3092,39.3338
721.4616,37.2486
721.614,34.4457
721.7664,31.7339
721.9188,30.7317
722.0712,28.7405
722.2236,27.2578
722.376,25.4426
722.5284,21.2686
722.6808,20.8314
722.8332,22.3009
722.9856,22.9103
723.138,21.4164
723.2904,20.0874
723.4428,19.3316
723.5952,19.9371
723.7476,21.2173
723.9,22.3799
724.0524,23.1776
724.2048,24.3788
724.3572,25.5989
724.5096,26.1625
724.662,26.0209
724.8144,24.9196
724.9668,24.8117
725.1192,23.0631
725.2716,21.0314
725.424,19.9816
725.5764,20.124
725.7288,22.5119
725.8812,25.4847
726.0336,28.5522
726.186,31.2478
726.3384,32.9973
726.4908,33.9926
726.6432,33.4208
726.7956,31.977
726.948,31.6051
727.1004,31.5015
727.2528,33.0355
727.4052,34.6372
727.5576,35.9454
727.71,33.757
727.8624,31.3452
728.0148,30.9672
728.1672,32.6029
728.3196,31.599
728.472,29.3051
728.6244,26.9857
728.7768,26.1507
728.9292,27.4199
729.0816,28.4457
729.234,29.0287
729.3864,29.2104
729.5388,28.8199
729.6912,27.0654
729.8436,25.7749
729.996,25.43
730.1484,27.0425
730.3008,28.2043
730.4532,28.2484
730.6056,27.3024
730.758,28.3875
730.9104,29.5536
731.0628,30.6868
731.2152,29.7073
731.3676,28.3468
731.52,26.8139
731.6724,25.3556
731.8248,25.9565
731.9772,27.7891
732.1296,28.3516
732.282,26.6238
732.4344,24.8222
732.5868,23.9955
732.7392,24.3111
732.8916,26.7135
733.044,29.0862
733.1964,31.1517
733.3488,29.6887
733.5012,27.7406
733.6536,26.9288
733.806,27.2411
733.9584,25.9407
734.1108,25.4216
734.2632,24.9276
734.4156,24.4432
734.568,23.5845
734.7204,23.8176
734.8728,22.7719
735.0252,22.5385
735.1776,24.4345
735.33,25.7715
735.4824,26.3955
735.6348,28.2691
735.7872,29.3167
735.9396,27.7998
736.092,25.4722
736.2444,23.5385
736.3968,22.2886
736.5492,21.255
736.7016,22.2818
736.854,21.4846
737.0064,20.4077
737.1588,19.8983
737.3112,21.2243
737.4636,21.039
737.616,20.1026
737.7684,19.7888
737.9208,18.7789
738.0732,19.5118
738.2256,20.1145
738.378,19.1386
738.5304,18.8785
738.6828,18.8976
738.8352,18.1766
738.9876,17.8818
739.14,17.7539
739.2924,16.0718
739.4448,14.8934
739.5972,16.8206
739.7496,19.0561
739.902,21.6444
740.0544,22.7208
740.2068,21.0591
740.3592,19.7659
740.5116,19.0615
740.664,18.5036
740.8164,19.2154
740.9688,21.0633
741.1212,22.3847
741.2736,25.5501
741.426,27.5872
741.5784,26.7928
741.7308,28.1077
741.8832,30.3536
742.0356,32.4776
742.188,29.8299
742.3404,28.0042
742.4928,26.8733
742.6452,25.6532
742.7976,24.6354
742.95,24.3581
