DEPTH	Depth (m)	Depth bsf	Caliper	Bulk Density Correction	Sonic	Gamma Ray	IL-Deep Resistivity	Latero-Log Deep	Latero-Log Shallow	MSFL Resistivity	Neutron Porosity	Photo Electric Factor	Bulk Density	Spherical Focusing Log	Spontaneous Potential
3390.5	1033.4244	909.4244	25.2718	0.1	107.6014	13.468	0.5903	-999.25	-999.25	-999.25	-999.25	0.9667	1.7665	0.5975	0.7054
3391	1033.5768	909.5768	24.983	0.0907	114.4154	13.9899	0.6736	-999.25	-999.25	-999.25	-999.25	1.1276	1.7888	0.579	-0.1631
3391.5	1033.7292	909.7292	24.307	0.0935	111.8402	14.7109	0.7652	-999.25	-999.25	-999.25	-999.25	1.3345	1.8543	0.7409	-0.9907
3392	1033.8816	909.8816	23.3808	0.1053	93.5737	15.1958	0.8472	-999.25	-999.25	-999.25	-999.25	1.5274	1.9081	1.2453	-1.5448
3392.5	1034.034	910.034	22.3095	0.1165	74.933	15.1427	0.9494	-999.25	-999.25	-999.25	-999.25	1.7166	1.9856	1.7442	-1.6588
3393	1034.1864	910.1864	21.7576	0.1185	68.4545	14.4727	1.0535	-999.25	-999.25	-999.25	-999.25	1.7996	2.1783	2.2179	-0.9604
3393.5	1034.3388	910.3388	22.3842	0.1131	72.496	13.7243	1.1009	-999.25	-999.25	-999.25	-999.25	1.7191	2.229	2.4162	0.1743
3394	1034.4912	910.4912	23.4473	0.1102	79.132	13.1405	1.1378	-999.25	-999.25	-999.25	-999.25	1.5403	2.1313	1.6178	1.2269
3394.5	1034.6436	910.6436	24.23	0.11	83.6007	13.0911	1.1063	-999.25	-999.25	-999.25	-999.25	1.3596	1.9487	1.0371	1.413
3395	1034.796	910.796	24.5488	0.1065	86.5756	13.3744	0.9858	-999.25	-999.25	-999.25	-999.25	1.2354	1.8084	0.7696	1.2653
3395.5	1034.9484	910.9484	24.4868	0.0975	87.535	13.6661	0.8438	-999.25	-999.25	-999.25	-999.25	1.1495	1.7605	0.7079	1.5774
3396	1035.1008	911.1008	24.3285	0.0889	83.2663	13.5764	0.7028	-999.25	-999.25	-999.25	-999.25	1.1053	1.7758	0.7161	2.1299
3396.5	1035.2532	911.2532	24.154	0.0952	79.6865	12.887	0.5857	-999.25	-999.25	-999.25	-999.25	1.1685	1.8368	0.7533	2.343
3397	1035.4056	911.4056	24.0663	0.111	85.9785	12.3877	0.5458	-999.25	-999.25	-999.25	-999.25	1.2753	1.9114	0.7574	2.2758
3397.5	1035.558	911.558	24.1617	0.1256	91.2348	12.4813	0.531	-999.25	-999.25	-999.25	-999.25	1.3295	1.9795	0.7209	2.0731
3398	1035.7104	911.7104	24.398	0.1364	93.423	12.8772	0.5455	-999.25	-999.25	-999.25	-999.25	1.308	2.0367	0.6599	1.8635
3398.5	1035.8628	911.8628	24.655	0.1483	92.9763	13.0724	0.5694	-999.25	-999.25	-999.25	-999.25	1.2541	2.0527	0.6361	1.7972
3399	1036.0152	912.0152	24.8277	0.1487	92.4875	12.6927	0.5764	-999.25	-999.25	-999.25	-999.25	1.2396	2.0143	0.6399	2.1946
3399.5	1036.1676	912.1676	24.8987	0.1355	92.1134	12.1139	0.5575	-999.25	-999.25	-999.25	-999.25	1.3211	1.9818	0.6684	2.6315
3400	1036.32	912.32	24.8672	0.1252	90.887	11.7615	0.5105	-999.25	-999.25	-999.25	-999.25	1.463	2.0345	0.7074	3.0551
3400.5	1036.4724	912.4724	24.8315	0.1204	89.1534	11.7272	0.4581	-999.25	-999.25	-999.25	-999.25	1.5431	2.1166	0.6853	3.4172
3401	1036.6248	912.6248	24.9024	0.1203	90.3469	11.7197	0.4201	-999.25	-999.25	-999.25	-999.25	1.5247	2.1417	0.5933	3.3969
3401.5	1036.7772	912.7772	25.0423	0.1195	92.9389	11.4147	0.3827	-999.25	-999.25	-999.25	-999.25	1.4586	2.0835	0.5098	3.2826
3402	1036.9296	912.9296	25.1884	0.1151	96.6062	11.2839	0.3497	-999.25	-999.25	-999.25	-999.25	1.3667	1.995	0.4418	3.368
3402.5	1037.082	913.082	25.3125	0.1127	99.5835	11.7409	0.3262	-999.25	-999.25	-999.25	-999.25	1.2669	1.9479	0.4019	3.7408
3403	1037.2344	913.2344	25.3764	0.1145	101.7417	12.099	0.3186	-999.25	-999.25	-999.25	-999.25	1.1753	1.9137	0.3795	3.3577
3403.5	1037.3868	913.3868	25.3653	0.1122	102.0077	11.9241	0.3234	-999.25	-999.25	-999.25	-999.25	1.0777	1.8678	0.389	2.6526
3404	1037.5392	913.5392	25.3165	0.0981	98.974	11.4349	0.3371	-999.25	-999.25	-999.25	-999.25	1.0158	1.8139	0.4464	1.8813
3404.5	1037.6916	913.6916	25.2397	0.082	93.5958	11.1365	0.3939	-999.25	-999.25	-999.25	-999.25	0.9961	1.7907	0.5629	1.1507
3405	1037.844	913.844	24.9772	0.0751	89.1238	11.3717	0.4937	-999.25	-999.25	-999.25	-999.25	1.1134	1.8343	0.6846	0.4612
3405.5	1037.9964	913.9964	24.6496	0.0839	86.0876	11.9868	0.6054	-999.25	-999.25	-999.25	-999.25	1.3073	1.9068	0.8061	-0.2277
3406	1038.1488	914.1488	24.5426	0.1064	83.6631	12.0731	0.6733	-999.25	-999.25	-999.25	-999.25	1.3912	1.9746	0.9054	-0.9442
3406.5	1038.3012	914.3012	24.5911	0.1251	81.5398	11.8299	0.7464	-999.25	-999.25	-999.25	-999.25	1.4098	2.0437	0.9472	-1.4882
3407	1038.4536	914.4536	24.6894	0.1354	82.6035	11.937	0.8227	-999.25	-999.25	-999.25	-999.25	1.3902	2.0884	0.9659	-1.7085
3407.5	1038.606	914.606	24.8499	0.1415	88.5896	12.7978	0.8869	-999.25	-999.25	-999.25	-999.25	1.3517	2.0724	0.9391	-1.6192
3408	1038.7584	914.7584	25.158	0.1471	93.2487	13.7756	0.924	-999.25	-999.25	-999.25	-999.25	1.3078	2.0274	0.8241	-1.2321
3408.5	1038.9108	914.9108	25.5067	0.1545	96.9125	14.4909	0.8982	-999.25	-999.25	-999.25	-999.25	1.2937	1.9942	0.723	-0.3194
3409	1039.0632	915.0632	25.7106	0.1607	97.766	14.8387	0.844	-999.25	-999.25	-999.25	-999.25	1.3185	1.9697	0.7106	0.2588
3409.5	1039.2156	915.2156	25.7967	0.1656	97.3273	14.855	0.7397	-999.25	-999.25	-999.25	-999.25	1.3353	1.9634	0.7259	0.6642
3410	1039.368	915.368	25.8425	0.1653	97.0799	14.5648	0.6541	-999.25	-999.25	-999.25	-999.25	1.3246	1.9634	0.7194	0.8062
3410.5	1039.5204	915.5204	25.9013	0.1557	97.1372	14.1322	0.5885	-999.25	-999.25	-999.25	-999.25	1.2977	1.9524	0.6972	0.8347
3411	1039.6728	915.6728	25.9545	0.1452	97.7744	13.797	0.5361	-999.25	-999.25	-999.25	-999.25	1.2627	1.9355	0.6507	1.1048
3411.5	1039.8252	915.8252	25.9719	0.1386	99.3517	13.7762	0.5002	-999.25	-999.25	-999.25	-999.25	1.2274	1.9186	0.6104	1.7461
3412	1039.9776	915.9776	25.9709	0.1348	100.6351	14.018	0.4745	-999.25	-999.25	-999.25	-999.25	1.2067	1.8989	0.5912	0.9681
3412.5	1040.13	916.13	25.9545	0.1362	100.8278	14.5822	0.4525	-999.25	-999.25	-999.25	-999.25	1.2101	1.8748	0.5853	0.5831
3413	1040.2824	916.2824	25.8753	0.1423	100.3083	15.1413	0.4365	-999.25	-999.25	-999.25	-999.25	1.2232	1.8545	0.5833	0.5387
3413.5	1040.4348	916.4348	25.7515	0.1563	99.0497	15.4098	0.4225	-999.25	-999.25	-999.25	-999.25	1.2305	1.8513	0.5956	0.9925
3414	1040.5872	916.5872	25.6647	0.1682	97.4727	15.0568	0.4165	-999.25	-999.25	-999.25	-999.25	1.2307	1.8695	0.6273	0.7047
3414.5	1040.7396	916.7396	25.6	0.1687	95.7934	14.5853	0.4197	-999.25	-999.25	-999.25	-999.25	1.2212	1.899	0.6644	0.594
3415	1040.892	916.892	25.5956	0.1626	95.6151	14.4349	0.4286	-999.25	-999.25	-999.25	-999.25	1.2022	1.9224	0.6626	0.7453
3415.5	1041.0444	917.0444	25.5862	0.151	97.1315	14.598	0.4475	-999.25	-999.25	-999.25	-999.25	1.1766	1.9134	0.6436	1.3864
3416	1041.1968	917.1968	25.4483	0.141	99.185	14.7265	0.4699	-999.25	-999.25	-999.25	-999.25	1.1575	1.8755	0.6251	2.0499
3416.5	1041.3492	917.3492	25.1549	0.1344	100.125	14.6209	0.4871	-999.25	-999.25	-999.25	-999.25	1.1597	1.8439	0.6327	2.4765
3417	1041.5016	917.5016	24.8216	0.1334	101.1453	14.3066	0.4987	-999.25	-999.25	-999.25	-999.25	1.2039	1.8298	0.6595	2.9299
3417.5	1041.654	917.654	24.519	0.1351	102.4096	13.9058	0.4977	-999.25	-999.25	-999.25	-999.25	1.2757	1.8461	0.6912	3.3858
3418	1041.8064	917.8064	24.2935	0.137	100.6964	13.7197	0.4988	-999.25	-999.25	-999.25	-999.25	1.3075	1.8799	0.7223	3.5953
3418.5	1041.9588	917.9588	24.2339	0.1379	97.1938	13.7892	0.5045	-999.25	-999.25	-999.25	-999.25	1.311	1.9115	0.7189	2.7916
3419	1042.1112	918.1112	24.2102	0.1363	94.5335	14.0557	0.5178	-999.25	-999.25	-999.25	-999.25	1.3085	1.9218	0.6978	1.8959
3419.5	1042.2636	918.2636	24.0794	0.1331	93.5053	14.615	0.5244	-999.25	-999.25	-999.25	-999.25	1.3099	1.9087	0.6908	0.9236
3420	1042.416	918.416	23.8573	0.1282	94.3797	15.1636	0.5217	-999.25	-999.25	-999.25	-999.25	1.3113	1.8988	0.7236	-0.0631
3420.5	1042.5684	918.5684	23.7333	0.1236	95.0295	15.3487	0.5068	-999.25	-999.25	-999.25	-999.25	1.3052	1.8921	0.7556	-0.388
3421	1042.7208	918.7208	23.5881	0.123	95.2942	14.857	0.4971	-999.25	-999.25	-999.25	-999.25	1.2941	1.8871	0.7645	-0.3573
3421.5	1042.8732	918.8732	23.2869	0.1256	95.1883	14.148	0.498	-999.25	-999.25	-999.25	-999.25	1.2755	1.8817	0.7323	0.5069
3422	1043.0256	919.0256	23.0934	0.1272	94.9328	13.7732	0.5062	-999.25	-999.25	-999.25	-999.25	1.2259	1.8682	0.7116	0.8909
3422.5	1043.178	919.178	23.0865	0.1258	95.7104	13.6841	0.5212	-999.25	-999.25	-999.25	-999.25	1.1466	1.841	0.7031	0.3187
3423	1043.3304	919.3304	22.9233	0.1299	96.7397	13.8254	0.541	-999.25	-999.25	-999.25	-999.25	1.0848	1.8053	0.7299	-0.2985
3423.5	1043.4828	919.4828	22.3798	0.1394	97.2243	14.0941	0.5767	-999.25	-999.25	-999.25	-999.25	1.1138	1.7865	0.8333	-1.1056
3424	1043.6352	919.6352	21.6837	0.1419	95.9955	14.3482	0.6191	-999.25	-999.25	-999.25	-999.25	1.2175	1.8379	0.9796	-1.8899
3424.5	1043.7876	919.7876	20.9202	0.1443	93.7862	14.4481	0.6724	-999.25	-999.25	-999.25	-999.25	1.2775	1.953	1.0756	-1.694
3425	1043.94	919.94	20.5124	0.1502	90.7038	14.2467	0.7311	-999.25	-999.25	-999.25	-999.25	1.2895	1.9928	1.0593	-1.2485
3425.5	1044.0924	920.0924	20.4547	0.157	87.0941	14.1399	0.8246	-999.25	-999.25	-999.25	-999.25	1.2795	2.0205	0.9766	-1.0308
3426	1044.2448	920.2448	20.4055	0.1577	83.6594	13.9926	0.9235	-999.25	-999.25	-999.25	-999.25	1.3147	2.0423	1.0094	-1.094
3426.5	1044.3972	920.3972	20.2483	0.146	83.8196	13.7939	0.9943	-999.25	-999.25	-999.25	-999.25	1.4106	2.0783	1.1664	-0.6462
3427	1044.5496	920.5496	20.21	0.1157	94.4938	13.8542	0.9785	-999.25	-999.25	-999.25	-999.25	1.5005	2.1377	1.3649	0.0575
3427.5	1044.702	920.702	20.4232	0.0833	102.9237	14.3258	0.9875	-999.25	-999.25	-999.25	-999.25	1.475	2.1886	1.5035	0.3205
3428	1044.8544	920.8544	21.0363	0.081	108.8525	15.1638	1.004	-999.25	-999.25	-999.25	-999.25	1.4	2.1655	1.3209	0.1067
3428.5	1045.0068	921.0068	22.0348	0.0902	106.2116	15.7941	1.0141	-999.25	-999.25	-999.25	-999.25	1.3413	1.967	1.1377	-0.145
3429	1045.1592	921.1592	22.4699	0.1105	99.785	16.1751	1.0141	-999.25	-999.25	-999.25	-999.25	1.3143	1.9268	1.2266	0.037
3429.5	1045.3116	921.3116	22.6098	0.1334	92.1635	15.7024	0.9796	-999.25	-999.25	-999.25	-999.25	1.2971	1.9777	1.3273	1.0472
3430	1045.464	921.464	22.5919	0.1513	84.1345	14.9451	0.9421	-999.25	-999.25	-999.25	-999.25	1.2688	2.0361	1.2939	1.9025
3430.5	1045.6164	921.6164	22.5606	0.1515	81.5163	14.887	0.927	-999.25	-999.25	-999.25	-999.25	1.2541	2.084	1.1847	2.1234
3431	1045.7688	921.7688	22.5957	0.1326	84.3632	15.4037	0.929	-999.25	-999.25	-999.25	-999.25	1.2846	2.0945	1.1077	2.0166
3431.5	1045.9212	921.9212	22.6405	0.1167	86.2603	16.1008	0.94	-999.25	-999.25	-999.25	-999.25	1.3995	2.1161	1.1016	1.727
3432	1046.0736	922.0736	22.6854	0.1122	84.8626	16.126	0.9529	-999.25	-999.25	-999.25	-999.25	1.5528	2.1897	1.2005	1.5623
3432.5	1046.226	922.226	22.8011	0.116	82.7042	15.5063	0.9686	-999.25	-999.25	-999.25	-999.25	1.6405	2.2349	1.4131	1.6774
3433	1046.3784	922.3784	22.9003	0.1221	80.0249	14.6161	1.0036	-999.25	-999.25	-999.25	-999.25	1.6605	2.2617	1.661	2.1247
3433.5	1046.5308	922.5308	22.7192	0.1317	80.7239	13.8085	1.1165	-999.25	-999.25	-999.25	-999.25	1.6268	2.2504	1.8154	2.8382
3434	1046.6832	922.6832	21.9998	0.1502	84.2237	13.2682	1.299	-999.25	-999.25	-999.25	-999.25	1.5727	2.2084	1.6404	3.0776
3434.5	1046.8356	922.8356	21.6214	0.1555	86.053	13.1008	1.5345	-999.25	-999.25	-999.25	-999.25	1.5248	2.17	1.5854	2.521
3435	1046.988	922.988	21.2168	0.1526	86.6315	13.1724	1.8019	-999.25	-999.25	-999.25	-999.25	1.5027	2.1641	1.7474	1.6313
3435.5	1047.1404	923.1404	20.6969	0.1437	84.8748	13.283	2.2767	-999.25	-999.25	-999.25	-999.25	1.5455	2.1754	2.0375	0.8136
3436	1047.2928	923.2928	20.4783	0.1324	82.65	13.4321	2.7512	-999.25	-999.25	-999.25	-999.25	1.5527	2.1878	2.4575	0.3547
3436.5	1047.4452	923.4452	20.4901	0.1258	84.8261	13.6261	3.226	-999.25	-999.25	-999.25	-999.25	1.4747	2.1832	2.6959	0.5328
3437	1047.5976	923.5976	20.5089	0.1263	89.278	13.9778	3.9254	-999.25	-999.25	-999.25	-999.25	1.4088	2.1169	2.66	0.5802
3437.5	1047.75	923.75	20.5226	0.1225	92.3551	14.2944	4.1383	-999.25	-999.25	-999.25	-999.25	1.3811	1.9973	2.9512	0.4148
3438	1047.9024	923.9024	20.5026	0.1176	90.0963	14.1669	3.9139	-999.25	-999.25	-999.25	-999.25	1.3872	1.9506	3.7876	0.1425
3438.5	1048.0548	924.0548	20.2372	0.1141	79.8806	13.569	2.7684	-999.25	-999.25	-999.25	-999.25	1.5479	1.9821	4.6772	-0.3343
3439	1048.2072	924.2072	20.01	0.1025	68.4106	12.9374	1.8497	-999.25	-999.25	-999.25	-999.25	1.6153	2.0151	5.3762	-1.2566
3439.5	1048.3596	924.3596	20.1198	0.0883	60.1634	12.6905	1.4533	-999.25	-999.25	-999.25	-999.25	1.5051	2.0844	2.8397	-2.1051
3440	1048.512	924.512	20.4954	0.0744	56.3941	12.9882	1.3063	-999.25	-999.25	-999.25	-999.25	1.3281	2.076	1.1035	-2.2002
3440.5	1048.6644	924.6644	20.8154	0.0715	81.0634	13.7373	1.2149	-999.25	-999.25	-999.25	-999.25	1.1821	1.9072	0.783	-0.8806
3441	1048.8168	924.8168	21.0185	0.0866	108.5539	14.6725	1.1248	-999.25	-999.25	-999.25	-999.25	1.1377	1.7968	0.7135	0.6312
3441.5	1048.9692	924.9692	21.0714	0.1033	123.4351	15.7048	1.0311	-999.25	-999.25	-999.25	-999.25	1.2871	1.7739	0.7615	1.7467
3442	1049.1216	925.1216	21.0855	0.1202	108.9323	16.7611	0.9429	-999.25	-999.25	-999.25	-999.25	1.4251	1.8882	0.9895	3.1757
3442.5	1049.274	925.274	21.0779	0.1363	96.213	17.7032	0.861	-999.25	-999.25	-999.25	-999.25	1.5012	1.9818	1.3081	4.3873
3443	1049.4264	925.4264	21.0729	0.158	85.9575	18.2131	0.8254	-999.25	-999.25	-999.25	-999.25	1.4448	2.0617	1.4654	4.09
3443.5	1049.5788	925.5788	21.0658	0.1674	78.2905	18.1789	0.8951	-999.25	-999.25	-999.25	-999.25	1.3625	2.1012	1.5363	2.6204
3444	1049.7312	925.7312	21.0364	0.1724	81.6979	17.7363	1.0154	-999.25	-999.25	-999.25	-999.25	1.3431	2.0951	1.5231	1.1385
3444.5	1049.8836	925.8836	20.9207	0.1769	85.386	16.929	1.2316	-999.25	-999.25	-999.25	-999.25	1.3812	2.071	1.4153	0.2282
3445	1050.036	926.036	20.6927	0.182	82.4241	16.7217	1.3681	-999.25	-999.25	-999.25	-999.25	1.4372	2.0451	1.3799	-0.1726
3445.5	1050.1884	926.1884	20.474	0.1871	79.0768	17.0097	1.4421	-999.25	-999.25	-999.25	-999.25	1.4451	2.0641	2.0057	-0.9582
3446	1050.3408	926.3408	20.2614	0.1882	76.6146	16.8303	1.4721	-999.25	-999.25	-999.25	-999.25	1.4633	2.0885	2.5355	-0.7139
3446.5	1050.4932	926.4932	20.1453	0.1805	72.993	16.2052	1.429	-999.25	-999.25	-999.25	-999.25	1.7145	2.1047	3.0688	1.4839
3447	1050.6456	926.6456	20.0934	0.162	71.033	15.6838	1.2621	-999.25	-999.25	-999.25	-999.25	1.9284	2.1231	3.4144	2.4819
3447.5	1050.798	926.798	20.1171	0.1317	71.0032	15.362	1.125	-999.25	-999.25	-999.25	-999.25	2.083	2.2227	2.4485	2.9982
3448	1050.9504	926.9504	20.2202	0.104	74.8537	15.4772	1.0642	-999.25	-999.25	-999.25	-999.25	2.1122	2.2887	2.043	2.438
3448.5	1051.1028	927.1028	20.3219	0.086	80.8487	16.0309	0.9796	-999.25	-999.25	-999.25	-999.25	2.0627	2.2822	1.3159	0.99
3449	1051.2552	927.2552	20.2595	0.0914	84.3658	16.8306	0.8921	-999.25	-999.25	-999.25	-999.25	1.9645	2.2009	0.9588	0.2737
3449.5	1051.4076	927.4076	19.8683	0.1042	85.3446	17.7302	0.8214	-999.25	-999.25	-999.25	-999.25	1.8896	2.1434	0.8617	-0.2243
3450	1051.56	927.56	19.4875	0.1227	85.103	18.2954	0.7547	-999.25	-999.25	-999.25	-999.25	1.8482	2.1251	0.967	-0.3033
3450.5	1051.7124	927.7124	19.0697	0.1296	76.5397	18.2833	0.7147	-999.25	-999.25	-999.25	-999.25	1.987	2.1179	1.3276	0.5637
3451	1051.8648	927.8648	18.929	0.1255	70.4368	18.0256	0.6876	-999.25	-999.25	-999.25	-999.25	1.9361	2.1831	1.5581	1.9247
3451.5	1052.0172	928.0172	18.9547	0.125	68.293	18.0126	0.7114	-999.25	-999.25	-999.25	-999.25	1.823	2.194	1.3273	2.8544
3452	1052.1696	928.1696	19.0159	0.1269	71.2303	18.1739	0.7492	-999.25	-999.25	-999.25	-999.25	1.6858	2.1152	1.1657	3.1863
3452.5	1052.322	928.322	18.6792	0.1316	74.6822	18.4938	0.8076	-999.25	-999.25	-999.25	-999.25	1.5376	2.0224	1.1315	2.7861
3453	1052.4744	928.4744	18.5421	0.1559	78.0634	18.1248	0.8815	-999.25	-999.25	-999.25	-999.25	1.4324	1.9448	1.2278	1.465
3453.5	1052.6268	928.6268	18.487	0.169	79.1947	16.9859	0.9503	-999.25	-999.25	-999.25	-999.25	1.4295	1.9393	1.6764	0.1679
3454	1052.7792	928.7792	18.369	0.1677	76.3602	15.8057	1.0083	-999.25	-999.25	-999.25	-999.25	1.4547	1.9653	2.2179	-1.2098
3454.5	1052.9316	928.9316	18.2863	0.1646	71.4102	14.873	1.0632	-999.25	-999.25	-999.25	-999.25	1.58	2.0281	2.783	-2.211
3455	1053.084	929.084	18.254	0.1619	67.8731	14.8242	1.1349	-999.25	-999.25	-999.25	-999.25	1.7545	2.0982	3.3558	-3.1778
3455.5	1053.2364	929.2364	18.2587	0.1549	67.1856	15.2457	1.183	-999.25	-999.25	-999.25	-999.25	1.9104	2.2359	3.7034	-3.4443
3456	1053.3888	929.3888	18.3174	0.1445	66.5483	15.2337	1.1865	-999.25	-999.25	-999.25	-999.25	2.0284	2.2693	3.7251	-2.5118
3456.5	1053.5412	929.5412	18.4417	0.1283	65.9766	14.5789	1.1308	-999.25	-999.25	-999.25	-999.25	2.0322	2.2941	2.979	-0.0864
3457	1053.6936	929.6936	18.7101	0.1188	67.8196	13.799	1.0673	-999.25	-999.25	-999.25	-999.25	1.9012	2.3105	2.026	1.979
3457.5	1053.846	929.846	19.3126	0.1258	73.6281	13.4557	1.0035	-999.25	-999.25	-999.25	-999.25	1.7203	2.2212	1.2914	1.6083
3458	1053.9984	929.9984	19.7849	0.1423	79.5962	13.6869	0.9554	-999.25	-999.25	-999.25	-999.25	1.5194	2.0944	1.0438	0.9345
3458.5	1054.1508	930.1508	20.0404	0.1606	83.4104	13.8909	0.9031	-999.25	-999.25	-999.25	-999.25	1.3431	2.0098	0.9642	0.5569
3459	1054.3032	930.3032	20.1862	0.1667	86.5511	13.5161	0.8648	-999.25	-999.25	-999.25	-999.25	1.2882	1.9469	0.9689	1.1461
3459.5	1054.4556	930.4556	20.2065	0.1728	89.0791	13.0973	0.8571	-999.25	-999.25	-999.25	-999.25	1.2857	1.9487	1.0198	2.1937
3460	1054.608	930.608	20.1842	0.179	88.4562	13.3774	0.873	-999.25	-999.25	-999.25	-999.25	1.3188	1.9607	1.1179	2.0511
3460.5	1054.7604	930.7604	20.18	0.1825	84.5391	14.1435	0.8985	-999.25	-999.25	-999.25	-999.25	1.4241	1.9944	1.3148	2.0083
3461	1054.9128	930.9128	20.2327	0.183	79.0206	14.4933	0.9175	-999.25	-999.25	-999.25	-999.25	1.554	2.0299	1.6671	3.0681
3461.5	1055.0652	931.0652	20.3081	0.1789	73.0316	14.1556	0.9289	-999.25	-999.25	-999.25	-999.25	1.82	2.0634	2.006	4.4038
3462	1055.2176	931.2176	20.4412	0.1674	67.2236	13.4577	0.8867	-999.25	-999.25	-999.25	-999.25	2.0553	2.1702	2.1152	4.3861
3462.5	1055.37	931.37	20.8013	0.1541	65.4738	13.0174	0.8226	-999.25	-999.25	-999.25	-999.25	2.2158	2.2717	1.3691	3.4254
3463	1055.5224	931.5224	21.4716	0.1425	67.4778	12.9667	0.7555	-999.25	-999.25	-999.25	-999.25	2.1003	2.3368	1.0178	2.5709
3463.5	1055.6748	931.6748	22.0096	0.1612	77.6296	13.2102	0.6923	-999.25	-999.25	-999.25	-999.25	1.9018	2.2523	0.827	2.082
3464	1055.8272	931.8272	22.3991	0.1638	91.2056	13.6384	0.6239	-999.25	-999.25	-999.25	-999.25	1.6373	2.1475	0.7061	1.6567
3464.5	1055.9796	931.9796	22.7783	0.1432	98.2473	14.1969	0.5772	-999.25	-999.25	-999.25	-999.25	1.4585	2.0253	0.6611	0.9278
3465	1056.132	932.132	23.1363	0.1297	103.2504	14.7419	0.5384	-999.25	-999.25	-999.25	-999.25	1.3446	1.9573	0.6064	0.5696
3465.5	1056.2844	932.2844	23.0494	0.1191	105.1482	15.1046	0.501	-999.25	-999.25	-999.25	-999.25	1.298	1.9045	0.5774	1.493
3466	1056.4368	932.4368	22.768	0.1086	103.5896	15.368	0.4751	-999.25	-999.25	-999.25	-999.25	1.2696	1.8359	0.5684	2.5388
3466.5	1056.5892	932.5892	22.3516	0.098	103.2771	15.684	0.4687	-999.25	-999.25	-999.25	-999.25	1.2445	1.8044	0.5814	3.16
3467	1056.7416	932.7416	21.958	0.0915	103.6588	16.0037	0.4762	-999.25	-999.25	-999.25	-999.25	1.2315	1.7923	0.5779	3.4664
3467.5	1056.894	932.894	21.6469	0.0917	103.5116	16.1312	0.4971	-999.25	-999.25	-999.25	-999.25	1.2503	1.7944	0.5708	3.0341
3468	1057.0464	933.0464	21.4403	0.0965	102.9256	15.8693	0.5351	-999.25	-999.25	-999.25	-999.25	1.3011	1.8215	0.6117	2.4401
3468.5	1057.1988	933.1988	21.2638	0.1054	102.725	15.4072	0.5823	-999.25	-999.25	-999.25	-999.25	1.3097	1.8617	0.6773	2.0205
3469	1057.3512	933.3512	21.1549	0.1172	101.8102	14.9473	0.6354	-999.25	-999.25	-999.25	-999.25	1.2852	1.8925	0.7492	2.1098
3469.5	1057.5036	933.5036	21.1252	0.1253	97.2361	14.7171	0.6986	-999.25	-999.25	-999.25	-999.25	1.3246	1.8998	0.8252	2.3414
3470	1057.656	933.656	21.1112	0.1288	91.5079	14.8273	0.7712	-999.25	-999.25	-999.25	-999.25	1.3458	1.9249	0.9182	1.5497
3470.5	1057.8084	933.8084	21.1012	0.1291	87.4651	15.2049	0.8588	-999.25	-999.25	-999.25	-999.25	1.3462	1.9454	1.1344	1.5751
3471	1057.9608	933.9608	21.036	0.1278	81.5275	15.4162	0.9561	-999.25	-999.25	-999.25	-999.25	1.2508	1.9408	1.2533	1.7711
3471.5	1058.1132	934.1132	20.8641	0.1166	76.0171	15.1197	1.0444	-999.25	-999.25	-999.25	-999.25	1.1624	1.9002	1.3333	1.8144
3472	1058.2656	934.2656	20.332	0.0985	72.589	14.1656	1.1327	-999.25	-999.25	-999.25	-999.25	1.1998	1.8446	1.6516	1.4807
3472.5	1058.418	934.418	19.7617	0.0848	71.5445	13.2882	1.1578	-999.25	-999.25	-999.25	-999.25	1.4154	1.7911	2.1852	1.1202
3473	1058.5704	934.5704	19.4551	0.1077	65.698	13.1318	1.1633	-999.25	-999.25	-999.25	-999.25	1.6395	1.8291	3.4691	0.8215
3473.5	1058.7228	934.7228	19.0531	0.1361	60.6909	13.6338	1.1587	-999.25	-999.25	-999.25	-999.25	1.792	1.9856	4.0044	0.5228
3474	1058.8752	934.8752	19.6085	0.1621	61.5327	14.5281	1.1358	-999.25	-999.25	-999.25	-999.25	1.881	2.1031	3.4082	0.2599
3474.5	1059.0276	935.0276	20.2227	0.1705	68.5124	15.5377	1.1049	-999.25	-999.25	-999.25	-999.25	1.8342	2.2429	2.3457	1.2965
3475	1059.18	935.18	20.8372	0.1668	74.087	16.4769	1.0747	-999.25	-999.25	-999.25	-999.25	1.7183	2.2356	1.7357	2.6546
3475.5	1059.3324	935.3324	21.3605	0.1401	77.8729	17.1705	1.0314	-999.25	-999.25	-999.25	-999.25	1.599	2.164	1.2165	2.7299
3476	1059.4848	935.4848	21.762	0.1172	81.0114	17.663	0.9632	-999.25	-999.25	-999.25	-999.25	1.486	2.0649	1.0467	2.8073
3476.5	1059.6372	935.6372	22.0607	0.1013	84.8183	17.7007	0.8858	-999.25	-999.25	-999.25	-999.25	1.373	1.9531	0.9392	2.9279
3477	1059.7896	935.7896	22.3248	0.0931	87.3638	17.0169	0.8384	-999.25	-999.25	-999.25	-999.25	1.2646	1.8641	0.8468	2.3866
3477.5	1059.942	935.942	22.5806	0.0883	89.3174	16.2611	0.8142	-999.25	-999.25	-999.25	-999.25	1.2009	1.815	0.7974	1.5087
