DEPTH	Depth (m)	Depth bsf	Caliper	Bulk Density Correction	Sonic	Gamma Ray	IL-Deep Resistivity	Latero-Log Deep	Latero-Log Shallow	MSFL Resistivity	Neutron Porosity	Photo Electric Factor	Bulk Density	Spherical Focusing Log	Spontaneous Potential
433	131.9784	7.9784	-999.25	-999.25	-999.25	9.286	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
433.5	132.1308	8.1308	-999.25	-999.25	-999.25	9.547	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
434	132.2832	8.2832	-999.25	-999.25	-999.25	10.2442	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
434.5	132.4356	8.4356	-999.25	-999.25	-999.25	10.2708	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
435	132.588	8.588	-999.25	-999.25	-999.25	10.5451	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
435.5	132.7404	8.7404	-999.25	-999.25	-999.25	9.985	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
436	132.8928	8.8928	-999.25	-999.25	-999.25	8.3283	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
436.5	133.0452	9.0452	-999.25	-999.25	-999.25	7.9558	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
437	133.1976	9.1976	-999.25	-999.25	-999.25	8.2957	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
437.5	133.35	9.35	-999.25	-999.25	-999.25	8.9979	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
438	133.5024	9.5024	-999.25	-999.25	-999.25	9.2725	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
438.5	133.6548	9.6548	-999.25	-999.25	-999.25	9.0536	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
439	133.8072	9.8072	-999.25	-999.25	-999.25	8.7996	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
439.5	133.9596	9.9596	-999.25	-999.25	-999.25	8.576	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
440	134.112	10.112	-999.25	-999.25	-999.25	8.2167	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
440.5	134.2644	10.2644	-999.25	-999.25	-999.25	7.6326	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
441	134.4168	10.4168	-999.25	-999.25	-999.25	7.5779	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
441.5	134.5692	10.5692	-999.25	-999.25	-999.25	8.2772	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
442	134.7216	10.7216	-999.25	-999.25	-999.25	8.8681	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
442.5	134.874	10.874	-999.25	-999.25	-999.25	9.8724	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
443	135.0264	11.0264	-999.25	-999.25	-999.25	9.6109	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
443.5	135.1788	11.1788	-999.25	-999.25	-999.25	8.6053	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
444	135.3312	11.3312	-999.25	-999.25	-999.25	8.6702	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
444.5	135.4836	11.4836	-999.25	-999.25	-999.25	9.4173	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
445	135.636	11.636	-999.25	-999.25	-999.25	10.1693	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
445.5	135.7884	11.7884	-999.25	-999.25	-999.25	9.7775	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
446	135.9408	11.9408	-999.25	-999.25	-999.25	9.1308	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
446.5	136.0932	12.0932	-999.25	-999.25	-999.25	9.1845	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
447	136.2456	12.2456	-999.25	-999.25	-999.25	9.5062	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
447.5	136.398	12.398	-999.25	-999.25	-999.25	9.1223	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
448	136.5504	12.5504	-999.25	-999.25	-999.25	8.742	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
448.5	136.7028	12.7028	-999.25	-999.25	-999.25	8.4957	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
449	136.8552	12.8552	-999.25	-999.25	-999.25	8.2123	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
449.5	137.0076	13.0076	-999.25	-999.25	-999.25	8.6639	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
450	137.16	13.16	-999.25	-999.25	-999.25	8.8159	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
450.5	137.3124	13.3124	-999.25	-999.25	-999.25	8.9985	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
451	137.4648	13.4648	-999.25	-999.25	-999.25	8.0132	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
451.5	137.6172	13.6172	-999.25	-999.25	-999.25	7.2972	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
452	137.7696	13.7696	-999.25	-999.25	-999.25	7.9639	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
452.5	137.922	13.922	-999.25	-999.25	-999.25	9.4403	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
453	138.0744	14.0744	-999.25	-999.25	-999.25	10.549	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
453.5	138.2268	14.2268	-999.25	-999.25	-999.25	10.599	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
454	138.3792	14.3792	-999.25	-999.25	-999.25	9.8557	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
454.5	138.5316	14.5316	-999.25	-999.25	-999.25	8.9744	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
455	138.684	14.684	-999.25	-999.25	-999.25	8.9376	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
455.5	138.8364	14.8364	-999.25	-999.25	-999.25	8.2122	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
456	138.9888	14.9888	-999.25	-999.25	-999.25	7.861	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
456.5	139.1412	15.1412	-999.25	-999.25	-999.25	8.1457	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
457	139.2936	15.2936	-999.25	-999.25	-999.25	9.4853	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
457.5	139.446	15.446	-999.25	-999.25	-999.25	9.5659	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
458	139.5984	15.5984	-999.25	-999.25	-999.25	9.125	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
458.5	139.7508	15.7508	-999.25	-999.25	-999.25	8.7959	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
459	139.9032	15.9032	-999.25	-999.25	-999.25	9.2609	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
459.5	140.0556	16.0556	-999.25	-999.25	-999.25	9.5728	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
460	140.208	16.208	-999.25	-999.25	-999.25	9.0318	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
460.5	140.3604	16.3604	-999.25	-999.25	-999.25	8.9624	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
461	140.5128	16.5128	-999.25	-999.25	-999.25	9.1323	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
461.5	140.6652	16.6652	-999.25	-999.25	-999.25	9.3874	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
462	140.8176	16.8176	-999.25	-999.25	-999.25	9.4036	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
462.5	140.97	16.97	-999.25	-999.25	-999.25	9.2268	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
463	141.1224	17.1224	-999.25	-999.25	-999.25	9.0612	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
463.5	141.2748	17.2748	-999.25	-999.25	-999.25	9.2344	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
464	141.4272	17.4272	-999.25	-999.25	-999.25	9.3041	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
464.5	141.5796	17.5796	-999.25	-999.25	-999.25	9.063	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
465	141.732	17.732	-999.25	-999.25	-999.25	9.0096	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
465.5	141.8844	17.8844	-999.25	-999.25	-999.25	8.7377	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
466	142.0368	18.0368	-999.25	-999.25	-999.25	8.258	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
466.5	142.1892	18.1892	-999.25	-999.25	-999.25	9.0174	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
467	142.3416	18.3416	-999.25	-999.25	-999.25	9.3317	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
467.5	142.494	18.494	-999.25	-999.25	-999.25	9.0721	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
468	142.6464	18.6464	-999.25	-999.25	-999.25	8.8504	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
468.5	142.7988	18.7988	-999.25	-999.25	-999.25	8.519	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
469	142.9512	18.9512	-999.25	-999.25	-999.25	8.0853	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
469.5	143.1036	19.1036	-999.25	-999.25	-999.25	7.6103	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
470	143.256	19.256	-999.25	-999.25	-999.25	7.3632	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
470.5	143.4084	19.4084	-999.25	-999.25	-999.25	7.4975	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
471	143.5608	19.5608	-999.25	-999.25	-999.25	8.4194	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
471.5	143.7132	19.7132	-999.25	-999.25	-999.25	9.2096	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
472	143.8656	19.8656	-999.25	-999.25	-999.25	9.1589	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
472.5	144.018	20.018	-999.25	-999.25	-999.25	9.0824	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
473	144.1704	20.1704	-999.25	-999.25	-999.25	9.9457	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
473.5	144.3228	20.3228	-999.25	-999.25	-999.25	10.4789	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
474	144.4752	20.4752	-999.25	-999.25	-999.25	9.9493	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
474.5	144.6276	20.6276	-999.25	-999.25	-999.25	9.5002	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
475	144.78	20.78	-999.25	-999.25	-999.25	9.7461	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
475.5	144.9324	20.9324	-999.25	-999.25	-999.25	9.6656	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
476	145.0848	21.0848	-999.25	-999.25	-999.25	9.1191	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
476.5	145.2372	21.2372	-999.25	-999.25	-999.25	8.8279	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
477	145.3896	21.3896	-999.25	-999.25	-999.25	8.9334	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
477.5	145.542	21.542	-999.25	-999.25	-999.25	9.556	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
478	145.6944	21.6944	-999.25	-999.25	-999.25	10.297	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
478.5	145.8468	21.8468	-999.25	-999.25	-999.25	10.4339	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
479	145.9992	21.9992	-999.25	-999.25	-999.25	9.7416	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
479.5	146.1516	22.1516	-999.25	-999.25	-999.25	8.9937	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
480	146.304	22.304	-999.25	-999.25	-999.25	8.6525	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
480.5	146.4564	22.4564	-999.25	-999.25	-999.25	8.6381	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
481	146.6088	22.6088	-999.25	-999.25	-999.25	9.0404	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
481.5	146.7612	22.7612	-999.25	-999.25	-999.25	9.22	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
482	146.9136	22.9136	-999.25	-999.25	-999.25	9.4808	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
482.5	147.066	23.066	-999.25	-999.25	-999.25	9.8553	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
483	147.2184	23.2184	-999.25	-999.25	-999.25	10.625	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
483.5	147.3708	23.3708	-999.25	-999.25	-999.25	10.8934	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
484	147.5232	23.5232	-999.25	-999.25	-999.25	10.1826	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
484.5	147.6756	23.6756	-999.25	-999.25	-999.25	9.196	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
485	147.828	23.828	-999.25	-999.25	-999.25	8.2218	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
485.5	147.9804	23.9804	-999.25	-999.25	-999.25	7.7149	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
486	148.1328	24.1328	-999.25	-999.25	-999.25	8.3692	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
486.5	148.2852	24.2852	-999.25	-999.25	-999.25	9.8233	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
487	148.4376	24.4376	-999.25	-999.25	-999.25	11.4074	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
487.5	148.59	24.59	-999.25	-999.25	-999.25	12.2418	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
488	148.7424	24.7424	-999.25	-999.25	-999.25	12.4072	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
488.5	148.8948	24.8948	-999.25	-999.25	-999.25	11.6681	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
489	149.0472	25.0472	-999.25	-999.25	-999.25	10.6574	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
489.5	149.1996	25.1996	-999.25	-999.25	-999.25	9.4129	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
490	149.352	25.352	-999.25	-999.25	-999.25	9.0721	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
490.5	149.5044	25.5044	-999.25	-999.25	-999.25	9.1609	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
491	149.6568	25.6568	-999.25	-999.25	-999.25	9.2714	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
491.5	149.8092	25.8092	-999.25	-999.25	-999.25	9.2196	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
492	149.9616	25.9616	-999.25	-999.25	-999.25	8.84	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
492.5	150.114	26.114	-999.25	-999.25	-999.25	8.3919	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
493	150.2664	26.2664	-999.25	-999.25	-999.25	8.0526	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
493.5	150.4188	26.4188	-999.25	-999.25	-999.25	8.1813	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
494	150.5712	26.5712	-999.25	-999.25	-999.25	8.4266	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
494.5	150.7236	26.7236	-999.25	-999.25	-999.25	9.0196	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
495	150.876	26.876	-999.25	-999.25	-999.25	9.7214	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
495.5	151.0284	27.0284	-999.25	-999.25	-999.25	9.8414	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
496	151.1808	27.1808	-999.25	-999.25	-999.25	10.3378	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
496.5	151.3332	27.3332	-999.25	-999.25	-999.25	11.2085	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
497	151.4856	27.4856	-999.25	-999.25	-999.25	11.9612	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
497.5	151.638	27.638	-999.25	-999.25	-999.25	11.8977	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
498	151.7904	27.7904	-999.25	-999.25	-999.25	11.2604	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
498.5	151.9428	27.9428	-999.25	-999.25	-999.25	10.8089	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
499	152.0952	28.0952	-999.25	-999.25	-999.25	11.2015	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
499.5	152.2476	28.2476	-999.25	-999.25	-999.25	11.75	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
500	152.4	28.4	-999.25	-999.25	-999.25	11.7365	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
500.5	152.5524	28.5524	-999.25	-999.25	-999.25	11.2343	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
501	152.7048	28.7048	-999.25	-999.25	-999.25	10.5144	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
501.5	152.8572	28.8572	-999.25	-999.25	-999.25	10.2788	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
502	153.0096	29.0096	-999.25	-999.25	-999.25	10.5565	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
502.5	153.162	29.162	-999.25	-999.25	-999.25	11.2304	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
503	153.3144	29.3144	-999.25	-999.25	-999.25	11.0725	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
503.5	153.4668	29.4668	-999.25	-999.25	-999.25	10.5795	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
504	153.6192	29.6192	-999.25	-999.25	-999.25	10.724	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
504.5	153.7716	29.7716	-999.25	-999.25	-999.25	11.1741	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
505	153.924	29.924	-999.25	-999.25	-999.25	11.1219	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
505.5	154.0764	30.0764	-999.25	-999.25	-999.25	10.8975	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
506	154.2288	30.2288	-999.25	-999.25	-999.25	11.1032	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
506.5	154.3812	30.3812	-999.25	-999.25	-999.25	11.5204	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
507	154.5336	30.5336	-999.25	-999.25	-999.25	11.397	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
507.5	154.686	30.686	-999.25	-999.25	-999.25	10.8041	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
508	154.8384	30.8384	-999.25	-999.25	-999.25	10.6244	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
508.5	154.9908	30.9908	-999.25	-999.25	-999.25	11.3863	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
509	155.1432	31.1432	-999.25	-999.25	-999.25	11.9641	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
509.5	155.2956	31.2956	-999.25	-999.25	-999.25	11.3271	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
510	155.448	31.448	-999.25	-999.25	-999.25	10.499	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
510.5	155.6004	31.6004	-999.25	-999.25	-999.25	9.8491	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
511	155.7528	31.7528	-999.25	-999.25	-999.25	9.5439	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
511.5	155.9052	31.9052	-999.25	-999.25	-999.25	9.7199	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
512	156.0576	32.0576	-999.25	-999.25	-999.25	10.3963	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
512.5	156.21	32.21	-999.25	-999.25	-999.25	11.1149	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
513	156.3624	32.3624	-999.25	-999.25	-999.25	11.1892	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
513.5	156.5148	32.5148	-999.25	-999.25	-999.25	10.8412	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
514	156.6672	32.6672	-999.25	-999.25	-999.25	11.0474	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
514.5	156.8196	32.8196	-999.25	-999.25	-999.25	11.4859	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
515	156.972	32.972	-999.25	-999.25	-999.25	10.9796	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
515.5	157.1244	33.1244	-999.25	-999.25	-999.25	9.9489	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
516	157.2768	33.2768	-999.25	-999.25	-999.25	9.2086	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
516.5	157.4292	33.4292	-999.25	-999.25	-999.25	9.0313	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
517	157.5816	33.5816	-999.25	-999.25	-999.25	9.6355	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
517.5	157.734	33.734	-999.25	-999.25	-999.25	10.2248	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
518	157.8864	33.8864	-999.25	-999.25	-999.25	10.2158	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
518.5	158.0388	34.0388	-999.25	-999.25	-999.25	9.7496	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
519	158.1912	34.1912	-999.25	-999.25	-999.25	9.311	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
519.5	158.3436	34.3436	-999.25	-999.25	-999.25	9.2975	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
520	158.496	34.496	-999.25	-999.25	-999.25	9.7946	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
520.5	158.6484	34.6484	-999.25	-999.25	-999.25	10.4007	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
521	158.8008	34.8008	-999.25	-999.25	-999.25	10.6546	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
521.5	158.9532	34.9532	-999.25	-999.25	-999.25	10.4135	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
